Year,LoanCharacteristicsID,Bank,FIPSStateNumericCode,FIPSCountyCode,CoreBasedStatisticalAreaCode,CensusTractMinorityRatioPercent,CensusTractMedFamIncomeAmount,LocalAreaMedianIncomeAmount,HUDMedianIncomeAmount,TotalMonthlyIncomeAmount,LTVRatioPercent,NoteRatePercent,NoteAmount,HousingExpenseRatioPercent,TotalDebtExpenseRatioPercent,Borrower1CreditScoreValue,Borrower2CreditScoreValue,PMICoveragePercent,LoanPurposeType,ProductCategoryName,MortgageType,ScheduledTotalPaymentCount,LoanAmortizationMaxTermMonths,MortgageLoanSellerInstType,PropertyUsageType,PropertyUnitCount,PropertyType,BorrowerCount,BorrowerFirstTimeHomebuyer,Borrower1AgeAtApplicationYears,Borrower2AgeAtApplicationYears,Borrower1SexType,Borrower2SexType,Borrower1Race1Type,Borrower2Race1Type,EmploymentBorrowerSelfEmployed,min_credit_score,avg_age
2024,2820897,Boston,33,017,14460,11.059,124693,123334,141300,14605,76,6.625,396500,23.63,30.15,4,NA,0,6,01,0,360,360,01,1,1,PT01,1,0,45,NA,2,NA,5,8,1,4,45
2024,2820898,Boston,23,031,38860,6.084,96420,95979,108500,8398,95,6.75,324900,29.74,38.53,5,NA,30,1,01,0,360,360,01,1,1,PT01,1,1,29,NA,1,NA,5,8,0,5,29
2024,2820899,Boston,23,007,99999,4.842,73583,70228,80600,14099,64,6.75,282085,20.48,40.5,4,NA,0,1,01,0,360,360,01,2,1,PT06,1,0,47,NA,NA,NA,NA,8,0,4,47
2024,2820900,Boston,33,011,31700,15.965,109145,109292,121800,13933,95,7,571900,33.55,39.01,5,4,30,1,01,0,360,360,01,1,1,PT01,2,1,30,30,1,1,5,5,0,4,30
2024,2820901,Boston,25,017,14460,16.481,146284,134646,142000,11051,90,6.875,435000,32.91,39.48,4,4,25,1,01,0,360,360,01,1,1,PT01,2,1,29,27,2,1,NA,NA,0,4,28
2024,2820902,Boston,23,005,38860,20.234,115484,104743,112500,27113,88,6.625,680000,18.95,21.05,5,5,25,1,01,0,360,360,01,1,1,PT01,2,1,35,35,2,1,5,5,0,5,35
2024,2820903,Boston,23,005,38860,9.849,158375,104743,112500,29114,57,6.25,765000,31.08,45.06,5,5,0,1,01,0,360,360,01,1,1,PT01,2,0,40,52,NA,NA,NA,NA,0,5,46
2024,2820904,Boston,23,005,38860,5.939,120119,95979,108500,9079,80,6.25,356000,15.08,43.38,5,NA,0,1,01,0,360,360,01,2,1,PT01,1,0,51,NA,NA,NA,5,8,0,5,51
2024,2820905,Boston,23,031,38860,6.261,129103,104743,112500,18086,80,6.125,661600,25.83,46.44,5,5,0,1,01,0,360,360,01,1,1,PT01,2,0,33,35,2,2,5,5,0,5,34
2024,2820906,Boston,23,005,38860,11.687,227115,104743,112500,17291,80,6.75,516000,25.03,29.6,5,NA,0,1,01,0,360,360,01,1,1,PT06,1,1,32,NA,2,NA,5,8,0,5,32
2024,2820907,Boston,25,027,49340,31.868,137500,109247,111400,16923,80,6.75,540000,24.3,43.18,5,5,0,1,01,0,360,360,01,1,1,PT01,2,0,40,41,1,2,5,5,0,5,40.5
2024,2820908,Boston,44,007,39300,34.326,82961,94723,108300,7955,95,6.75,470250,47.01,48.24,5,NA,30,1,01,0,360,360,01,1,1,PT01,1,0,44,NA,1,NA,5,8,0,5,44
2024,2820909,Boston,25,027,49340,14.847,130729,101434,115600,10000,80,6.75,256000,23.32,42.39,4,NA,0,1,01,0,360,360,01,1,1,PT06,1,0,57,NA,1,NA,5,8,0,4,57
2024,2820910,Boston,25,005,39300,42.779,70938,94723,108300,7496,80,6.75,480000,49.32,49.66,5,NA,0,1,01,0,360,360,01,1,3,PT09,1,1,40,NA,1,NA,5,8,0,5,40
2024,2820911,Boston,25,001,12700,9.918,108077,107577,124300,29300,50,7,600000,2.68,21.08,5,NA,0,1,01,0,360,360,01,2,1,PT01,1,0,54,NA,2,NA,2,8,0,5,54
2024,2820912,Boston,25,017,14460,36.178,200132,134646,142000,14167,75,6.875,476250,25.54,25.81,5,NA,0,1,01,0,360,360,01,1,1,PT06,1,1,31,NA,2,NA,5,8,0,5,31
2024,2820913,Boston,25,021,14460,18.887,225962,134646,142000,16713,80,7.25,710400,39.59,43.61,5,5,0,1,01,0,360,360,01,1,1,PT01,2,0,44,69,1,1,5,5,1,5,56.5
2024,2820914,Boston,25,027,49340,14.847,138295,109247,111400,13653,94,6.75,505000,29.6,44.9,5,5,30,1,01,0,360,360,01,1,1,PT01,2,1,31,34,2,1,5,NA,1,5,32.5
2024,2820915,Boston,25,023,14460,12.461,150598,134646,142000,22668,95,6.5,432250,14.81,19.17,5,5,30,1,01,0,360,360,01,1,1,PT01,2,1,33,32,2,1,5,5,0,5,32.5
2024,2820916,Boston,25,017,14460,12.261,135625,134646,142000,27314,80,6.625,400000,13.65,44.21,3,5,0,1,01,0,360,360,01,1,1,PT01,2,1,24,63,1,2,NA,NA,1,3,43.5
2024,2820917,Boston,36,019,38460,16.161,40833,86712,97000,14459,90,7.375,170000,14.12,43.99,4,5,25,1,01,0,360,360,01,2,1,PT01,3,0,64,66,1,2,NA,NA,0,4,65
2024,2820918,Boston,23,031,38860,5.187,108641,104743,112500,19167,95,7.375,665000,30.82,44.16,5,5,30,1,01,0,360,360,01,1,1,PT01,2,1,58,81,1,2,5,5,0,5,69.5
2024,2820919,Boston,23,007,99999,4.842,80688,76315,82400,18292,80,7,340000,9.99,27.59,5,5,0,1,01,0,360,360,01,2,1,PT01,2,0,36,37,1,2,NA,NA,0,5,36.5
2024,2820920,Boston,25,003,38340,9.084,97554,84485,92500,15562,80,6.625,190000,17.96,44.93,5,4,0,1,01,0,360,360,01,1,1,PT01,2,1,30,56,NA,2,5,5,1,4,43
2024,2820921,Boston,25,003,38340,8.183,100259,92531,101900,7950,80,6.875,208000,22.56,25.01,4,NA,0,1,01,0,360,360,01,1,1,PT01,1,1,25,NA,1,NA,5,8,0,4,25
2024,2820922,Boston,33,019,30100,8.156,65921,91843,106500,9319,80,7.25,242400,24.63,25.07,4,NA,25,2,01,0,360,360,01,1,1,PT01,1,0,38,NA,1,NA,5,8,0,4,38
2024,2820923,Boston,33,013,18180,7.322,96324,101292,116000,20758,80,7,380400,14.24,18.44,5,5,0,1,01,0,360,360,01,1,1,PT01,2,1,43,42,2,1,5,5,0,5,42.5
2024,2820924,Boston,50,025,99999,7.731,74500,82488,94700,18899,74,7.375,245000,15.55,39.65,5,4,0,1,01,0,360,360,01,2,1,PT06,2,0,43,43,1,2,5,5,0,4,43
2024,2820925,Boston,23,005,38860,10.035,128424,95979,108500,11789,34,7.75,300000,28.32,37,5,4,0,6,01,0,360,360,01,1,1,PT01,2,0,30,28,1,2,5,5,0,4,29
2024,2820926,Boston,50,021,40860,7.421,91563,82488,94700,21873,75,7.75,399750,11.34,34.94,5,5,0,1,01,0,360,360,01,2,1,PT06,2,0,46,43,1,2,5,NA,0,5,44.5
2024,2820927,Boston,33,009,30100,9.251,93724,92986,115100,10242,95,7.5,344850,29.44,38.24,5,5,30,1,01,0,360,360,01,1,1,PT01,2,1,31,33,1,2,5,5,0,5,32
2024,2820928,Boston,33,009,30100,13.811,74056,92986,115100,35738,80,7.625,458800,19.62,32.49,5,5,0,1,01,0,360,360,01,2,1,PT01,4,0,44,44,1,2,5,5,0,5,44
2024,2820929,Boston,42,003,38300,12.731,144250,96434,100600,12216,80,6.875,412400,30.52,30.97,5,NA,0,1,01,0,360,360,01,1,1,PT01,1,1,33,NA,2,NA,5,8,0,5,33
2024,2820930,Boston,49,035,41620,15.49,250001,106248,115400,39168,75,6.375,766000,13.54,13.91,5,5,0,1,01,0,360,360,01,1,1,PT01,2,1,29,29,2,1,2,5,0,5,29
2024,2820931,Boston,25,017,14460,16.481,146284,134646,142000,8031,80,6.375,416000,42.32,43.87,5,NA,0,1,01,0,360,360,01,1,1,PT01,1,1,41,NA,1,NA,NA,8,0,5,41
2024,2820932,Boston,25,017,14460,22.182,146000,134646,142000,41142,38,6.875,500000,17.65,34.39,4,NA,0,6,01,0,360,360,01,1,1,PT01,1,0,42,NA,1,NA,5,8,1,4,42
2024,2820933,Boston,25,017,14460,16.873,187455,134646,142000,20611,80,6.625,692000,25.19,30.65,5,NA,0,1,01,0,360,360,01,1,1,PT01,1,0,43,NA,2,NA,3,8,0,5,43
2024,2820934,Boston,50,025,99999,8.647,101964,90270,95000,16784,80,7,380000,18.11,40.94,4,4,0,1,01,0,360,360,01,1,1,PT01,2,0,32,30,1,1,5,5,0,4,31
2024,2820935,Boston,25,005,39300,17.8,129811,103773,113200,14292,56,6.375,251000,16.43,17.59,5,5,0,1,01,0,360,360,01,1,1,PT01,2,0,28,27,1,2,5,5,0,5,27.5
2024,2820936,Boston,25,021,14460,26.965,170022,134646,142000,13752,90,6.625,522900,29.13,30.46,4,4,25,1,01,0,360,360,01,1,1,PT01,2,1,30,30,1,2,NA,5,0,4,30
2024,2820937,Boston,25,021,14460,14.918,188589,134646,142000,20834,77,6.25,642950,24.27,28.26,5,5,0,1,01,0,360,360,01,1,1,PT01,2,1,31,31,1,2,5,5,0,5,31
2024,2820938,Boston,25,005,39300,6.712,85315,103773,113200,6319,80,7.25,327000,44.82,47.29,4,NA,0,1,01,0,360,360,01,1,2,PT04,1,0,42,NA,2,NA,5,8,0,4,42
2024,2820939,Boston,23,031,38860,16.016,63214,104743,112500,14088,90,6.375,432450,23.49,31.85,4,NA,25,1,01,0,360,360,01,1,2,PT04,1,1,46,NA,NA,NA,NA,8,1,4,46
2024,2820940,Boston,25,017,14460,16.747,188438,134646,142000,21561,25,6.375,232000,12.7,13.72,4,5,0,1,01,0,360,360,01,1,1,PT01,2,1,36,36,NA,NA,NA,NA,0,4,36
2024,2820941,Boston,25,001,12700,14.956,136458,118599,122700,26251,80,6.625,724000,13.25,35.39,5,NA,0,1,01,0,360,360,01,2,1,PT06,1,0,57,NA,2,NA,5,8,0,5,57
2024,2820942,Boston,25,013,44140,22.012,79050,92168,96500,2246,12,6.375,30000,24.1,25.44,4,NA,0,1,01,0,360,360,01,1,1,PT01,1,1,66,NA,2,NA,5,8,0,4,66
2024,2820943,Boston,50,021,40860,7.421,102589,90270,95000,16979,72,7.125,385000,10.23,39,5,5,0,1,01,0,360,360,01,2,1,PT06,2,0,36,37,2,1,5,5,1,5,36.5
2024,2820944,Boston,12,111,38940,33.61,96033,81366,87800,22648,80,7.25,511068,12.33,47.4,4,4,0,1,01,0,360,360,01,2,1,PT07,2,0,61,61,NA,NA,NA,NA,0,4,61
2024,2820945,Boston,23,005,38860,8.258,120125,104743,112500,9921,77,6.75,388000,40.15,43.89,5,5,0,1,01,0,360,360,01,1,1,PT01,2,1,42,73,2,2,5,NA,0,5,57.5
2024,2820946,Boston,23,005,38860,6.685,141774,104743,112500,21459,80,6.625,512000,18.47,49.73,5,5,0,1,01,0,360,360,01,1,1,PT01,2,0,61,59,1,2,5,5,0,5,60
2024,2820947,Boston,23,005,38860,7.129,171576,104743,112500,20657,73,6.25,338000,14.37,32,5,NA,0,2,01,0,360,360,01,2,1,PT01,1,0,54,NA,NA,NA,NA,8,1,5,54
2024,2820948,Boston,25,011,44140,14.086,99910,84250,130000,11725,64,7,265000,19.22,44.13,5,5,0,1,01,0,360,360,01,1,1,PT01,2,0,35,34,1,2,5,5,0,5,34.5
2024,2820949,Boston,25,013,44140,12.644,63804,84250,94600,7793,66,7,230000,27.5,37.46,5,5,0,1,01,0,360,360,01,1,1,PT01,2,1,37,31,NA,NA,NA,NA,0,5,34
2024,2820950,Boston,25,025,14460,60.782,97224,134646,142000,10634,87,5.875,447000,31.41,40.64,5,5,25,1,01,0,360,360,01,1,1,PT06,2,1,35,36,NA,2,5,5,0,5,35.5
2024,2820952,Boston,25,027,49340,18.061,151847,109247,111400,19501,90,6.375,607500,24.21,24.93,5,5,25,1,01,0,360,360,01,1,1,PT01,2,1,44,41,1,2,2,2,0,5,42.5
2024,2820953,Boston,50,027,30100,11.622,100781,94699,100500,10065,89,6.5,158000,17.67,39.86,5,4,25,1,01,0,360,360,01,1,1,PT06,2,1,38,41,2,1,5,5,1,4,39.5
2024,2820954,Boston,25,021,14460,32.95,191667,134646,142000,24326,22,6.99,350000,30.45,41.51,5,5,0,1,01,0,360,360,01,1,1,PT06,2,0,74,73,1,2,5,5,0,5,73.5
2024,2820955,Boston,25,021,14460,18.101,173021,134646,142000,16703,48,6.99,500000,25.89,39.69,5,NA,0,6,01,0,360,360,01,1,1,PT01,1,0,49,NA,1,NA,2,8,0,5,49
2024,2820956,Boston,25,021,14460,49.313,98583,134646,142000,13405,75,6.875,750000,43.42,44.56,5,NA,0,1,01,0,360,360,01,1,2,PT04,1,0,52,NA,1,NA,NA,8,0,5,52
2024,2820957,Boston,25,021,14460,13.98,169122,134646,142000,16280,95,6.625,475475,23.43,36.7,4,4,30,1,01,0,360,360,01,1,1,PT01,2,1,32,34,1,2,5,5,0,4,33
2024,2820958,Boston,25,005,39300,10.14,121039,103773,113200,14470,69,6.5,488100,27.09,28.21,5,NA,0,6,01,0,360,360,01,1,1,PT01,1,0,40,NA,2,NA,5,8,0,5,40
2024,2820959,Boston,25,025,14460,96.934,94336,134646,142000,18229,80,6.625,252000,9.51,31.54,5,5,0,1,01,0,360,360,01,2,1,PT01,2,0,55,59,2,1,5,5,0,5,57
2024,2820960,Boston,25,005,39300,18.664,54196,103773,113200,4334,85,6.375,263500,47.02,47.02,5,NA,12,1,01,0,360,360,01,1,1,PT01,1,0,35,NA,1,NA,2,8,0,5,35
2024,2820961,Boston,25,005,39300,8.229,197989,103773,113200,11633,70,6.375,455000,29.74,42.7,4,5,0,1,01,0,360,360,01,1,1,PT01,2,0,34,37,1,2,5,5,0,4,35.5
2024,2820962,Boston,25,005,39300,46.646,68967,103773,113200,10834,93,6.375,468000,35.26,39.94,4,4,30,1,01,0,360,360,01,1,1,PT01,2,1,33,35,2,1,2,5,0,4,34
2024,2820963,Boston,25,027,49340,24.323,147149,109247,111400,18708,80,6.375,736000,31.19,38.62,5,5,0,1,01,0,360,360,01,1,1,PT01,2,0,41,34,1,2,2,2,0,5,37.5
2024,2820964,Boston,25,013,44140,46.049,88672,92168,96500,5208,90,6.625,269500,40.4,42.95,5,NA,25,1,01,0,360,360,01,1,1,PT01,1,1,27,NA,1,NA,5,8,0,5,27
2024,2820965,Boston,23,011,12300,12.884,59306,81228,87000,7549,78,6.25,275000,29.74,35.59,5,NA,0,1,01,0,360,360,01,1,1,PT01,1,1,29,NA,1,NA,5,8,0,5,29
2024,2820966,Boston,25,021,14460,25.397,250001,134646,142000,43144,52,6.875,766500,14.83,20.83,4,5,0,6,01,0,360,360,01,1,1,PT01,2,0,43,41,1,2,5,5,1,4,42
2024,2820967,Boston,25,013,44140,13.659,149824,92168,96500,6268,80,6.5,304000,46.28,48.48,4,5,0,1,01,0,360,360,01,1,1,PT01,2,0,38,32,1,2,5,5,1,4,35
2024,2820968,Boston,25,009,14460,22.605,72679,134646,142000,11287,95,6.875,390000,31.43,49.45,4,5,30,1,01,0,360,360,01,1,1,PT06,2,1,26,25,1,2,NA,NA,0,4,25.5
2024,2820970,Boston,25,017,14460,21.018,250001,134646,142000,19883,75,7,510000,21.01,39.53,4,5,0,1,01,0,360,360,01,1,1,PT01,2,1,37,33,1,2,5,5,0,4,35
2024,2820971,Boston,23,005,38860,15.225,93036,104743,112500,11286,80,6.75,529375,40.25,41.15,5,NA,0,1,01,0,360,360,01,1,2,PT04,1,1,37,NA,1,NA,5,8,0,5,37
2024,2820972,Boston,25,025,14460,34.6,216856,134646,142000,20833,90,6.875,454500,22.67,24.74,5,NA,25,1,01,0,360,360,01,1,1,PT06,1,1,43,NA,1,NA,5,8,0,5,43
2024,2820973,Boston,25,025,14460,45.55,150120,134646,142000,17568,66,6.875,389400,17.58,21.91,5,5,0,1,01,0,360,360,01,1,1,PT06,2,1,36,38,1,2,5,5,0,5,37
2024,2820974,Boston,23,005,38860,10.957,104016,104743,112500,22585,95,6.375,447450,25.7,48.62,5,5,30,1,01,0,360,360,01,1,1,PT01,3,1,24,55,2,2,NA,5,0,5,39.5
2024,2820975,Boston,50,017,30100,8.233,93702,90270,95000,5749,80,6.625,276000,36.22,37.18,5,NA,0,6,01,0,360,360,01,1,1,PT01,1,0,68,NA,NA,NA,NA,8,0,5,68
2024,2820976,Boston,36,067,45060,11.042,107813,90955,94800,8225,95,7,213750,23.99,28.38,4,NA,0,1,01,0,360,360,01,1,1,PT01,1,1,28,NA,2,NA,5,8,0,4,28
2024,2820977,Boston,25,023,14460,7.998,149531,134646,142000,14328,68,6.25,509900,28.07,34.13,5,NA,0,1,01,0,360,360,01,1,1,PT01,1,1,41,NA,1,NA,5,8,0,5,41
2024,2820978,Boston,25,021,14460,30.027,125453,123334,141300,10737,80,6.5,390000,30.65,31.69,4,NA,0,1,01,0,360,360,01,1,1,PT06,1,1,25,NA,1,NA,5,8,0,4,25
2024,2820979,Boston,25,025,14460,61.602,84479,134646,142000,36219,80,6.375,699000,15.11,19.26,5,5,0,1,01,0,360,360,01,1,1,PT06,2,1,29,29,1,2,5,5,0,5,29
2024,2820981,Boston,25,017,14460,26.049,197675,134646,142000,35625,76,6.75,733500,16.2,26.89,2,3,0,2,01,0,360,360,01,1,1,PT01,2,0,50,53,1,2,5,5,0,2,51.5
2024,2820982,Boston,25,025,14460,24.504,189643,134646,142000,15301,80,6.5,736000,36.13,36.86,5,5,0,1,01,0,360,360,01,1,1,PT06,2,1,33,31,1,2,5,5,1,5,32
2024,2820983,Boston,25,021,14460,27.33,159682,134646,142000,12684,30,6.5,250000,20.24,34.06,5,NA,0,1,01,0,360,360,01,1,1,PT06,1,0,78,NA,2,NA,5,8,0,5,78
2024,2820984,Boston,25,025,14460,19.784,250001,134646,142000,15489,90,6.75,449100,24.3,26.44,4,NA,25,1,01,0,360,360,01,1,1,PT06,1,1,23,NA,2,NA,5,8,0,4,23
2024,2820985,Boston,23,005,38860,16.663,76090,104743,112500,10685,90,6.625,382500,27.42,36.15,5,4,25,1,01,0,360,360,01,1,1,PT01,2,1,32,32,1,2,5,5,0,4,32
2024,2820986,Boston,33,015,14460,8.018,155192,134646,142000,34104,74,6.375,665250,14.5,16.97,4,NA,0,2,01,0,360,360,01,1,4,PT10,1,0,33,NA,1,NA,5,8,0,4,33
2024,2820987,Boston,23,031,38860,7.682,84871,104743,112500,13565,73,6.75,320000,19.07,37.09,3,4,0,6,01,0,360,360,01,1,1,PT01,2,0,47,45,NA,NA,5,5,0,3,46
2024,2820988,Boston,23,019,12620,6.15,59517,82139,87900,22579,86,7.25,440000,2.55,19.62,5,5,25,1,01,0,360,360,01,2,1,PT01,2,0,43,42,1,2,5,5,0,5,42.5
2024,2820989,Boston,25,027,49340,25.172,226211,109247,111400,31318,28,6.75,300000,10.32,10.75,5,NA,0,1,01,0,360,360,01,1,1,PT01,1,0,58,NA,1,NA,5,8,0,5,58
2024,2820990,Boston,44,005,39300,11.607,129821,103773,113200,37500,51,6.624,301000,14.92,23.43,5,NA,0,1,01,0,360,360,01,2,1,PT06,1,0,54,NA,2,NA,5,8,0,5,54
2024,2820991,Boston,23,005,38860,20.039,96369,104743,112500,13156,73,6.375,430000,24.79,25.01,5,NA,0,6,01,0,360,360,01,1,1,PT01,1,0,68,NA,2,NA,5,8,0,5,68
2024,2820993,Boston,23,031,38860,10.724,92138,104743,112500,13062,90,6.625,496800,31.24,37.7,5,5,25,1,01,0,360,360,01,1,1,PT01,2,0,43,47,2,1,5,5,0,5,45
2024,2820994,Boston,12,009,37340,22.458,142371,87701,99700,20156,95,6.625,489200,20.8,42.04,4,NA,30,1,01,0,360,360,01,1,1,PT01,1,0,34,NA,1,NA,5,8,0,4,34
2024,2820995,Boston,50,027,30100,8.863,93472,94699,100500,15250,78,6.75,700000,34.24,35.36,5,NA,0,1,01,0,360,360,01,1,1,PT01,1,1,45,NA,1,NA,5,8,0,5,45
2024,2820996,Boston,09,003,25540,34.763,119934,115967,122400,6477,90,6.75,247500,38,39.54,4,NA,25,1,01,0,360,360,01,1,1,PT06,1,1,25,NA,2,NA,5,8,0,4,25
2024,2820998,Boston,25,017,14460,35.055,118125,134646,142000,18026,51,6.375,410000,17.54,23.12,5,4,0,1,01,0,360,360,01,1,1,PT01,2,1,32,33,2,1,5,5,0,4,32.5
2024,2820999,Boston,34,027,35620,14.622,215114,113844,119300,22722,33,6.5,340000,26.49,42.72,5,NA,0,2,01,0,360,360,01,2,1,PT01,1,0,66,NA,2,NA,NA,8,1,5,66
2024,2821000,Boston,33,011,31700,15.423,131509,118936,126000,14178,43,6.125,300000,24.53,27.27,5,NA,0,1,01,0,360,360,01,1,1,PT06,1,0,41,NA,2,NA,5,8,0,5,41
2024,2821001,Boston,25,013,44140,14.296,117051,92168,96500,11133,75,6.375,420000,29.98,38.6,4,5,0,1,01,0,360,360,01,1,1,PT01,2,0,65,63,2,2,5,4,0,4,64
2024,2821002,Boston,50,007,15540,8.133,121763,110659,118900,6625,80,6.375,194400,28.86,35.19,3,NA,0,1,01,0,360,360,01,1,1,PT01,1,1,20,NA,1,NA,5,8,1,3,20
2024,2821003,Boston,33,017,14460,7.818,97083,134646,142000,13929,80,6.25,474654,21.31,37.98,5,NA,0,1,01,0,360,360,01,1,1,PT01,1,0,41,NA,2,NA,5,8,0,5,41
2024,2821004,Boston,23,031,38860,12.436,75739,104743,112500,8941,95,7,321005,27.6,41.24,5,NA,30,1,01,0,360,360,01,1,1,PT06,1,0,50,NA,2,NA,5,8,0,5,50
2024,2821005,Boston,25,009,14460,30.21,93672,134646,142000,31567,80,6.625,560000,14.67,30.08,3,NA,0,1,01,0,360,360,01,1,1,PT06,1,0,48,NA,1,NA,5,8,0,3,48
2024,2821006,Boston,25,025,14460,22.45,114067,134646,142000,33155,47,6.25,475000,19,26,5,5,0,1,01,0,360,360,01,1,1,PT01,2,0,33,33,1,2,5,5,0,5,33
2024,2821007,Boston,50,007,15540,17.44,168466,110659,118900,17678,100,6.25,719000,32.4,43.1,5,5,0,1,01,2,360,360,01,1,1,PT07,2,0,32,28,1,2,5,5,0,5,30
2024,2821008,Boston,25,027,49340,31.94,118970,109247,111400,14095,90,6.5,495000,27.54,35.88,5,5,25,1,01,0,360,360,01,1,1,PT01,2,1,31,31,1,1,5,5,0,5,31
2024,2821009,Boston,25,027,49340,21.456,152194,109247,111400,18219,80,6.125,280000,17.33,18.92,5,5,0,1,01,0,360,360,01,1,1,PT06,3,1,30,57,2,2,5,5,0,5,43.5
2024,2821010,Boston,25,005,39300,13.855,102336,103773,113200,9167,50,6.5,204000,18.08,18.87,4,4,0,6,01,0,360,360,01,1,1,PT01,2,0,58,57,1,2,5,5,0,4,57.5
2024,2821011,Boston,50,027,30100,9.6,104116,94699,100500,16521,69,6.75,330000,16.49,27.27,5,5,0,1,01,0,360,360,01,1,1,PT01,2,1,41,42,2,1,5,5,0,5,41.5
2024,2821012,Boston,50,021,40860,7.421,102589,90270,95000,27293,44,6.625,250000,22.7,48.71,4,3,0,6,01,0,240,240,01,2,1,PT06,2,0,40,42,1,1,5,5,0,3,41
2024,2821013,Boston,25,001,12700,7.735,144688,118599,122700,29167,50,6.624,290000,18.56,27.02,5,5,0,1,01,0,360,360,01,2,1,PT01,2,0,51,51,2,1,5,5,0,5,51
2024,2821014,Boston,25,017,14460,23.952,206518,134646,142000,18167,46,6.125,550000,25.29,25.63,5,NA,0,1,01,0,360,360,01,1,1,PT06,1,0,47,NA,NA,NA,NA,8,0,5,47
2024,2821015,Boston,25,025,14460,19.061,212159,134646,142000,34292,58,6.125,550000,12.73,13.27,5,5,0,1,01,0,360,360,01,1,1,PT06,2,1,32,32,2,1,5,5,0,5,32
2024,2821016,Boston,25,025,14460,58.68,82525,134646,142000,32313,25,6.125,575000,21.7,34.81,5,NA,0,1,01,0,360,360,01,1,1,PT06,1,0,46,NA,1,NA,5,8,0,5,46
2024,2821017,Boston,25,003,38340,12.18,106603,92531,101900,3943,49,6.25,130000,32.49,41.24,3,NA,0,2,01,0,360,360,01,1,1,PT01,1,0,43,NA,2,NA,5,8,0,3,43
2024,2821018,Boston,25,003,38340,11.671,107727,92531,101900,19057,90,6.625,384300,16.33,30.64,4,4,25,1,01,0,360,360,01,1,1,PT01,2,1,43,41,1,2,5,3,0,4,42
2024,2821019,Boston,25,003,38340,8.364,85563,92531,101900,7800,80,6.875,248000,25.09,34.11,5,NA,0,1,01,0,360,360,01,1,1,PT01,1,1,30,NA,1,NA,5,8,0,5,30
2024,2821020,Boston,25,003,38340,6.405,102692,92531,101900,8174,80,6.875,260000,26.57,45.7,5,NA,0,1,01,0,360,360,01,1,1,PT01,1,1,63,NA,NA,NA,NA,8,0,5,63
2024,2821021,Boston,25,003,38340,12.18,106603,92531,101900,4329,35,6.25,130000,26.45,38.51,5,5,0,1,01,0,360,360,01,1,1,PT01,2,1,61,52,1,2,5,2,0,5,56.5
2024,2821022,Boston,25,025,14460,24.553,198958,134646,142000,8157,72,6.25,412000,35.93,46.98,5,5,0,6,01,0,360,360,01,1,1,PT06,2,0,50,49,1,2,NA,NA,1,5,49.5
2024,2821023,Boston,23,023,38860,5.953,102161,104743,112500,34927,80,6.875,712000,8.87,25.51,5,5,0,1,01,0,360,360,01,2,1,PT01,2,0,32,35,1,NA,5,NA,0,5,33.5
2024,2821024,Boston,45,051,34820,7.685,95917,75945,82900,32163,72,6.5,245000,11.14,21.39,5,5,0,1,01,0,360,360,01,2,1,PT06,2,0,46,55,NA,NA,NA,NA,0,5,50.5
2024,2821025,Boston,25,017,14460,13.008,159212,134646,142000,14775,80,6.625,656000,33.89,41.58,5,4,0,1,01,0,360,360,01,1,1,PT01,2,0,33,32,1,2,5,5,0,4,32.5
2024,2821026,Boston,24,033,47900,92.724,79000,144539,152900,15963,80,6.25,372000,21.55,35.01,4,4,0,1,01,0,360,360,01,1,1,PT06,2,1,35,35,1,2,NA,5,0,4,35
2024,2821027,Boston,25,025,14460,56.053,82269,134646,142000,7534,79,6.375,447000,45.23,45.76,5,NA,0,2,01,0,360,360,01,1,1,PT01,1,0,37,NA,1,NA,5,8,0,5,37
2024,2821028,Boston,23,005,38860,15.311,111141,104743,112500,18329,95,6.625,570950,21.56,42.24,4,4,30,1,01,0,360,360,01,1,1,PT01,2,1,30,30,1,2,5,5,0,4,30
2024,2821029,Boston,23,005,38860,7.352,114048,104743,112500,12981,95,7,552900,34.7,39.77,5,4,30,1,01,0,360,360,01,1,1,PT01,2,1,34,35,2,1,NA,NA,0,4,34.5
2024,2821030,Boston,23,005,38860,9.055,118208,104743,112500,11509,38,6.375,250000,21.31,40.6,5,4,0,1,01,0,360,360,01,1,1,PT01,2,0,66,68,1,2,5,5,0,4,67
2024,2821031,Boston,25,009,14460,16.926,75673,134646,142000,9000,68,6.25,205000,19.84,43.24,5,NA,0,1,01,0,360,360,01,1,1,PT06,1,0,54,NA,1,NA,5,8,1,5,54
2024,2821032,Boston,23,015,99999,5.782,74354,89383,94900,7085,62,6.5,214795,25,48.2,5,NA,0,2,01,0,360,360,01,1,1,PT01,1,0,41,NA,2,NA,5,8,0,5,41
2024,2821033,Boston,25,017,14460,21.046,189330,134646,142000,24801,80,6.75,492800,14.82,22.38,4,5,0,1,01,0,360,360,01,1,1,PT01,2,1,34,32,1,2,5,5,0,4,33
2024,2821034,Boston,44,007,39300,18.053,165034,103773,113200,22245,80,6.875,520000,23.2,42.58,5,4,0,1,01,0,360,360,01,2,1,PT01,2,0,44,36,1,2,5,5,0,4,40
2024,2821035,Boston,25,025,14460,24.358,159063,134646,142000,20153,90,6.625,720000,29.08,34.36,5,5,25,1,01,0,360,360,01,1,1,PT06,2,1,29,30,2,1,5,5,0,5,29.5
