Year,LoanCharacteristicsID,Bank,FIPSStateNumericCode,FIPSCountyCode,CoreBasedStatisticalAreaCode,CensusTractMinorityRatioPercent,CensusTractMedFamIncomeAmount,LocalAreaMedianIncomeAmount,HUDMedianIncomeAmount,TotalMonthlyIncomeAmount,LTVRatioPercent,NoteRatePercent,NoteAmount,HousingExpenseRatioPercent,TotalDebtExpenseRatioPercent,Borrower1CreditScoreValue,Borrower2CreditScoreValue,PMICoveragePercent,LoanPurposeType,ProductCategoryName,MortgageType,ScheduledTotalPaymentCount,LoanAmortizationMaxTermMonths,MortgageLoanSellerInstType,PropertyUsageType,PropertyUnitCount,PropertyType,BorrowerCount,BorrowerFirstTimeHomebuyer,Borrower1AgeAtApplicationYears,Borrower2AgeAtApplicationYears,Borrower1SexType,Borrower2SexType,Borrower1Race1Type,Borrower2Race1Type,EmploymentBorrowerSelfEmployed,min_credit_score,avg_age
2024,2821681,Cincinnati,39,103,17460,13,96696,82683,94000,10872,80,6.375,276400,21,26,5,4,0,1,01,0,360,360,01,1,1,PT01,2,0,27,33,1,2,5,5,0,4,30
2024,2821682,Cincinnati,39,023,44220,10,101161,67092,84500,12083,80,7.5,292000,20,27,5,NA,0,1,01,0,360,360,01,1,1,PT01,1,0,31,NA,1,NA,5,8,0,5,31
2024,2821683,Cincinnati,39,011,47540,4,121094,85545,96000,15771,80,6.875,496000,26,33,4,5,0,2,01,0,360,360,01,1,1,PT01,2,0,29,28,1,2,5,5,0,4,28.5
2024,2821684,Cincinnati,39,061,17140,13,130489,90079,102300,13083,80,6.5,472000,32,33,5,NA,0,1,01,0,360,360,01,1,1,PT01,1,1,30,NA,1,NA,5,8,0,5,30
2024,2821685,Cincinnati,39,011,47540,10,72083,85545,96000,5817,80,6.625,130400,18,31,5,NA,0,1,01,0,360,360,01,1,1,PT01,1,0,46,NA,1,NA,5,8,0,5,46
2024,2821686,Cincinnati,39,055,17460,8,138602,82683,94000,14405,55,6.5,218323,17,25,5,5,0,2,01,0,360,360,01,1,1,PT01,2,0,39,43,2,1,5,5,0,5,41
2024,2821687,Cincinnati,39,165,17140,25,116127,90079,102300,8483,85,6.625,386750,38,40,5,NA,12,1,01,0,360,360,01,1,1,PT07,1,1,42,NA,1,NA,2,8,0,5,42
2024,2821688,Cincinnati,39,025,17140,16,66250,90079,102300,20070,64,6.875,264250,16,28,5,5,30,1,01,0,360,360,01,1,1,PT01,2,0,38,34,1,2,5,5,0,5,36
2024,2821689,Cincinnati,18,063,26900,27,118056,85612,97300,13375,85,7.5,240100,16,27,4,4,25,1,01,0,360,360,01,1,1,PT07,2,0,43,51,2,1,5,5,0,4,47
2024,2821690,Cincinnati,39,089,18140,29,89821,89663,100900,5991,80,6.875,268000,39,39,4,NA,0,1,01,0,360,360,01,1,1,PT01,1,0,61,NA,1,NA,NA,8,0,4,61
2024,2821691,Cincinnati,39,061,17140,10,100868,90079,102300,7475,27,6.375,82500,13,15,5,5,0,1,01,0,360,360,01,1,1,PT01,2,0,26,26,2,1,5,5,0,5,26
2024,2821692,Cincinnati,39,061,17140,5,111607,90079,102300,20150,80,6.625,356000,19,43,4,4,0,1,01,0,360,360,01,1,1,PT01,3,0,34,33,1,2,5,5,0,4,33.5
2024,2821693,Cincinnati,39,061,17140,19,105357,90079,102300,8909,90,6.375,441000,38,41,5,5,25,1,01,0,360,360,01,1,1,PT01,2,0,30,28,1,2,5,5,0,5,29
2024,2821694,Cincinnati,39,061,17140,8,101339,90079,102300,9167,69,6.375,262500,25,37,4,5,0,1,01,0,360,360,01,1,1,PT01,2,0,34,32,1,NA,5,NA,0,4,33
2024,2821695,Cincinnati,18,003,23060,34,60500,77129,86000,11909,50,6.75,85000,9,34,5,NA,0,1,01,0,180,180,01,1,1,PT01,1,0,58,NA,1,NA,5,8,0,5,58
2024,2821696,Cincinnati,18,107,18820,4,75694,74428,83500,17799,21,7,73000,7,13,5,5,0,1,01,0,180,180,01,1,1,PT01,2,0,52,53,2,1,5,5,0,5,52.5
2024,2821697,Cincinnati,39,165,17140,17,136417,90079,102300,9511,36,7.25,136000,21,22,5,5,0,2,01,0,180,180,01,1,1,PT07,2,0,69,58,1,2,5,5,0,5,63.5
2024,2821698,Cincinnati,39,049,18140,25,94444,89663,100900,5161,16,7.25,35000,12,20,4,NA,0,2,01,0,180,180,01,1,1,PT01,1,0,56,NA,1,NA,5,8,0,4,56
2024,2821699,Cincinnati,39,057,19430,7,96111,80365,92400,21063,15,6.75,100000,9,19,5,5,0,6,01,0,180,180,01,1,1,PT01,2,0,63,51,1,2,5,5,0,5,57
2024,2821700,Cincinnati,39,045,18140,14,103936,89663,100900,16737,79,6.875,456000,23,38,5,5,0,6,01,0,360,360,01,1,1,PT01,2,0,48,48,1,2,5,5,0,5,48
2024,2821701,Cincinnati,39,085,17460,17,58077,82683,94000,9583,80,6.875,311200,29,29,4,NA,0,1,01,0,360,360,01,1,1,PT01,1,0,44,NA,1,NA,5,8,0,4,44
2024,2821702,Cincinnati,39,057,19430,16,122988,80365,92400,11269,80,6.875,295200,22,39,5,5,0,1,01,0,360,360,01,1,1,PT01,2,0,30,29,2,1,5,5,1,5,29.5
2024,2821703,Cincinnati,39,113,19430,33,74052,80365,92400,8333,70,5.875,136500,18,30,5,NA,0,1,01,0,180,180,01,1,1,PT01,1,0,33,NA,1,NA,2,8,0,5,33
2024,2821705,Cincinnati,39,061,17140,17,171250,90079,102300,14667,80,6.5,460800,27,28,5,NA,0,1,01,0,360,360,01,1,1,PT01,1,0,42,NA,1,NA,5,8,0,5,42
2024,2821706,Cincinnati,39,041,18140,25,167411,89663,100900,13428,56,6.875,377800,26,39,4,5,0,2,01,0,360,360,01,1,1,PT01,2,0,40,40,2,1,5,5,0,4,40
2024,2821707,Cincinnati,39,061,17140,31,125313,90079,102300,17667,80,6.375,500400,23,27,3,NA,0,1,01,0,360,360,01,1,1,PT01,1,1,52,NA,1,NA,NA,8,0,3,52
2024,2821708,Cincinnati,39,061,17140,13,130489,90079,102300,27070,68,6.875,510000,16,26,5,5,0,1,01,0,360,360,01,1,1,PT01,2,0,46,43,1,2,5,5,0,5,44.5
2024,2821709,Cincinnati,21,111,31140,39,62550,81939,89300,7917,80,6.75,224000,27,36,5,NA,0,1,01,0,360,360,01,1,1,PT01,1,1,53,NA,1,NA,5,8,0,5,53
2024,2821710,Cincinnati,39,049,18140,69,56607,89663,100900,11134,80,6.5,351900,26,31,5,5,0,1,01,0,360,360,01,1,1,PT01,2,1,30,25,1,2,5,5,0,5,27.5
2024,2821711,Cincinnati,18,047,17140,4,86579,90079,102300,11966,80,6.375,166000,11,23,5,5,0,1,01,0,360,360,01,1,1,PT01,2,0,44,44,1,2,5,NA,0,5,44
2024,2821712,Cincinnati,39,061,17140,13,157684,90079,102300,11546,80,6.25,368000,26,30,5,5,0,1,01,0,360,360,01,1,1,PT01,2,0,44,41,1,2,5,5,0,5,42.5
2024,2821713,Cincinnati,39,137,99999,6,88881,88913,99700,5417,80,7.5,184000,31,33,4,NA,0,1,01,0,360,360,01,1,1,PT01,1,1,22,NA,2,NA,5,8,0,4,22
2024,2821714,Cincinnati,21,111,31140,46,76858,81939,89300,16457,95,6.5,304000,15,34,5,5,30,1,01,0,360,360,01,1,1,PT07,2,0,28,59,2,2,5,5,0,5,43.5
2024,2821715,Cincinnati,39,041,18140,23,180463,89663,100900,14150,80,6.375,360000,22,23,5,5,0,1,01,0,360,360,01,1,1,PT07,2,1,30,28,1,2,5,2,0,5,29
2024,2821716,Cincinnati,39,017,17140,13,67074,90079,102300,20000,67,6.5,263000,11,28,4,3,0,1,01,0,360,360,01,1,1,PT01,2,0,58,55,1,2,5,5,0,3,56.5
2024,2821717,Cincinnati,47,065,16860,7,96307,74855,90700,9585,56,6.375,291494,24,24,5,5,0,1,01,0,360,360,01,1,1,PT07,2,0,34,33,1,2,5,5,0,5,33.5
2024,2821718,Cincinnati,18,097,26900,41,56192,85612,97300,10031,80,6.75,252000,21,22,5,NA,0,1,01,0,360,360,01,1,1,PT07,1,0,37,NA,1,NA,2,8,0,5,37
2024,2821719,Cincinnati,39,049,18140,20,148665,89663,100900,25769,80,6.625,580000,19,27,5,5,0,1,01,0,360,360,01,1,1,PT01,2,0,32,32,1,2,5,5,0,5,32
2024,2821720,Cincinnati,39,063,22300,7,83542,79983,89500,14375,67,6.375,402000,21,30,5,5,0,2,01,0,360,360,01,1,1,PT01,2,0,32,28,1,2,5,5,0,5,30
2024,2821721,Cincinnati,39,003,30620,6,71731,69826,75600,6120,46,6.625,159500,24,41,5,NA,0,6,01,0,360,360,01,1,1,PT01,1,0,76,NA,1,NA,5,8,1,5,76
2024,2821722,Cincinnati,39,147,45660,10,66404,70655,79500,6770,51,6.75,160000,21,35,4,NA,0,2,01,0,360,360,01,1,1,PT01,1,0,53,NA,1,NA,5,8,0,4,53
2024,2821723,Cincinnati,39,025,17140,11,145714,90079,102300,17512,80,6.25,465877,21,35,5,5,0,1,01,0,360,360,01,1,1,PT07,2,0,27,28,2,1,5,5,1,5,27.5
2024,2821724,Cincinnati,39,061,17140,28,161094,90079,102300,17097,80,6.45,460000,22,38,5,5,0,1,01,0,360,360,01,1,1,PT07,2,0,30,30,1,2,5,5,0,5,30
2024,2821725,Cincinnati,42,019,38300,13,114922,88660,101900,12022,85,6.875,337450,23,38,5,5,25,1,01,0,360,360,01,1,1,PT07,2,0,30,31,1,2,5,5,0,5,30.5
2024,2821726,Cincinnati,39,049,18140,18,203565,89663,100900,18750,80,6.5,428000,23,41,5,5,0,1,01,0,360,360,01,1,1,PT07,2,0,35,30,1,2,5,5,0,5,32.5
2024,2821727,Cincinnati,39,041,18140,8,126528,89663,100900,18815,58,6.375,375000,17,28,5,5,0,1,01,0,360,360,01,1,1,PT01,2,0,43,40,1,2,5,5,0,5,41.5
2024,2821728,Cincinnati,39,041,18140,25,167411,89663,100900,16674,59,6.875,421000,24,32,5,NA,0,6,01,0,360,360,01,1,1,PT07,1,0,56,NA,1,NA,5,8,0,5,56
2024,2821729,Cincinnati,39,165,17140,32,163906,90079,102300,17934,80,6.375,492000,22,25,5,5,0,1,01,0,360,360,01,1,1,PT07,2,0,28,69,1,2,5,5,0,5,48.5
2024,2821730,Cincinnati,39,061,17140,17,171250,90079,102300,16666,61,6.5,438000,23,27,5,NA,0,2,01,0,360,360,01,1,1,PT01,1,0,40,NA,1,NA,5,8,0,5,40
2024,2821731,Cincinnati,39,023,44220,8,87125,67092,84500,14363,93,6.5,249375,14,24,4,4,30,2,01,0,360,360,01,1,1,PT01,2,1,29,26,1,2,5,5,0,4,27.5
2024,2821732,Cincinnati,39,061,17140,52,86938,90079,102300,6650,63,7,161330,23,25,4,NA,0,2,01,0,360,360,01,1,1,PT01,1,0,26,NA,1,NA,5,8,0,4,26
2024,2821733,Cincinnati,21,049,30460,11,96326,83147,93400,6621,84,6.5,272000,33,43,4,NA,12,1,01,0,360,360,01,1,1,PT01,1,0,30,NA,1,NA,5,8,0,4,30
2024,2821734,Cincinnati,18,063,26900,23,97605,85612,97300,18092,80,6.875,324550,15,29,5,NA,0,1,01,0,360,360,01,1,1,PT07,1,0,53,NA,1,NA,5,8,0,5,53
2024,2821735,Cincinnati,18,057,26900,20,71493,85612,97300,6480,80,6.5,272000,37,39,5,NA,0,1,01,0,360,360,01,1,1,PT07,1,1,63,NA,1,NA,5,8,0,5,63
2024,2821736,Cincinnati,39,117,18140,5,90964,89663,100900,34559,80,6.5,464000,12,30,5,5,0,1,01,0,360,360,01,1,1,PT01,2,0,43,42,1,2,5,5,0,5,42.5
2024,2821737,Cincinnati,39,061,17140,15,163026,90079,102300,28748,80,6.75,564000,23,40,5,5,0,1,01,0,360,360,01,1,1,PT11,2,0,66,68,1,2,5,5,0,5,67
2024,2821738,Cincinnati,39,061,17140,27,119250,90079,102300,10849,80,6.625,296000,21,35,5,5,0,1,01,0,360,360,01,1,1,PT01,2,0,27,28,2,1,5,5,0,5,27.5
2024,2821739,Cincinnati,21,067,30460,17,98519,83147,93400,4694,75,6.75,170000,35,36,5,NA,0,1,01,0,360,360,01,1,1,PT06,1,0,27,NA,2,NA,5,8,0,5,27
2024,2821740,Cincinnati,39,103,17460,20,58875,82683,94000,18639,76,6.75,302000,14,34,4,5,0,1,01,0,360,360,01,1,1,PT01,2,1,29,28,1,2,5,5,0,4,28.5
2024,2821741,Cincinnati,39,117,18140,7,79595,89663,100900,16989,84,6.875,495000,24,29,4,5,12,1,01,0,360,360,01,1,1,PT01,2,1,26,26,1,2,5,5,0,4,26
2024,2821742,Cincinnati,21,117,17140,11,100815,90079,102300,12266,80,6.5,266400,17,29,4,4,0,1,01,0,360,360,01,1,1,PT01,2,1,28,28,1,2,5,5,0,4,28
2024,2821743,Cincinnati,39,027,48940,12,84821,73223,82100,14431,95,6.875,356250,20,25,5,5,30,1,01,0,360,360,01,1,1,PT01,2,0,54,56,1,2,5,5,0,5,55
2024,2821744,Cincinnati,21,067,30460,87,54983,83147,93400,9078,54,6,125000,15,32,4,3,0,6,01,0,180,180,01,1,1,PT07,2,0,43,53,2,1,5,5,0,3,48
2024,2821745,Cincinnati,18,089,16980,29,105913,97836,109400,15985,28,6.25,95000,8,8,5,5,0,6,01,0,180,180,01,1,1,PT01,2,0,69,66,1,2,NA,NA,0,5,67.5
2024,2821746,Cincinnati,18,055,99999,5,64607,71358,82700,9223,72,6.875,319646,29,38,5,4,0,6,01,0,360,360,01,1,1,PT01,2,0,41,40,1,2,5,5,1,4,40.5
2024,2821747,Cincinnati,39,049,18140,42,116445,89663,100900,24220,80,6.25,408000,15,30,4,5,0,1,01,0,360,360,01,1,1,PT07,2,0,50,50,NA,2,5,5,0,4,50
2024,2821748,Cincinnati,21,097,99999,7,72667,66627,74700,8155,47,6.875,153300,18,36,4,4,0,1,01,0,360,360,01,1,1,PT01,2,0,39,41,1,2,5,5,0,4,40
2024,2821749,Cincinnati,39,035,17460,71,77132,82683,94000,16063,90,6.55,252000,15,30,5,5,25,1,01,0,360,360,01,1,1,PT07,2,0,54,55,2,1,5,2,0,5,54.5
2024,2821750,Cincinnati,39,175,99999,5,77923,73482,82400,11014,51,6.75,203257,18,20,5,4,0,2,01,0,240,240,01,1,1,PT01,2,0,31,27,1,2,5,5,0,4,29
2024,2821751,Cincinnati,39,063,22300,15,77847,79983,89500,4981,41,6.25,67000,17,20,5,NA,0,6,01,0,180,180,01,1,1,PT01,1,0,68,NA,2,NA,5,8,0,5,68
2024,2821752,Cincinnati,21,111,31140,19,156447,81939,89300,33923,80,6.5,711200,19,19,5,NA,0,1,01,0,360,360,01,1,1,PT07,1,0,42,NA,1,NA,5,8,0,5,42
2024,2821753,Cincinnati,39,003,30620,15,101181,69826,75600,20842,80,6.75,479000,19,26,3,3,0,1,01,0,360,360,01,1,1,PT01,2,0,41,47,2,1,2,2,0,3,44
2024,2821754,Cincinnati,39,049,18140,44,46438,89663,100900,4319,80,6.75,142200,28,34,4,4,0,1,01,0,360,360,01,1,1,PT01,2,1,28,23,1,2,5,5,0,4,25.5
2024,2821755,Cincinnati,18,097,26900,27,91691,85612,97300,12981,80,6.75,308000,19,31,4,5,0,1,01,0,360,360,01,1,1,PT01,2,1,25,25,1,2,5,5,0,4,25
2024,2821756,Cincinnati,39,165,17140,15,98937,90079,102300,8137,56,6,170000,25,30,5,NA,0,1,01,0,180,180,01,1,1,PT07,1,1,58,NA,2,NA,5,8,0,5,58
2024,2821757,Cincinnati,18,089,16980,25,90469,97836,109400,19035,80,6.75,284000,12,35,5,NA,0,1,01,0,360,360,01,1,1,PT01,1,0,53,NA,1,NA,5,8,0,5,53
2024,2821758,Cincinnati,39,061,17140,15,171840,90079,102300,23192,70,6.25,458500,18,19,5,4,0,1,01,0,360,360,01,1,1,PT01,2,1,36,35,2,1,5,5,0,4,35.5
2024,2821759,Cincinnati,39,061,17140,20,90667,90079,102300,12195,80,6.55,288000,20,21,5,5,0,1,01,0,360,360,01,1,1,PT01,2,1,29,27,1,2,5,5,0,5,28
2024,2821760,Cincinnati,39,061,17140,22,76096,90079,102300,11833,80,6.25,264000,19,34,3,5,0,1,01,0,360,360,01,1,1,PT01,2,0,29,28,1,2,5,5,0,3,28.5
2024,2821761,Cincinnati,39,061,17140,27,111442,90079,102300,11667,79,5.875,380000,33,37,5,NA,0,1,01,0,180,180,01,1,1,PT01,1,0,42,NA,2,NA,NA,8,0,5,42
2024,2821762,Cincinnati,18,059,26900,5,134628,85612,97300,10000,80,6.875,416000,32,38,5,NA,0,1,01,0,360,360,01,1,1,PT01,1,0,30,NA,2,NA,5,8,0,5,30
2024,2821763,Cincinnati,18,005,18020,18,54879,83855,95300,12884,80,6.875,224000,14,22,4,NA,0,1,01,0,360,360,01,1,1,PT01,1,0,41,NA,1,NA,5,8,0,4,41
2024,2821764,Cincinnati,39,049,18140,9,161543,89663,100900,16666,75,6.5,363750,17,27,5,NA,0,1,01,0,360,360,01,1,1,PT01,1,0,37,NA,2,NA,5,8,0,5,37
2024,2821765,Cincinnati,39,109,19430,13,62083,80365,92400,8609,80,6.5,224000,21,38,5,NA,0,1,01,0,360,360,01,1,1,PT01,1,0,46,NA,1,NA,5,8,0,5,46
2024,2821766,Cincinnati,39,049,18140,9,127440,89663,100900,7958,67,6.75,299500,33,34,5,NA,0,1,01,0,360,360,01,1,1,PT01,1,0,65,NA,1,NA,5,8,0,5,65
2024,2821767,Cincinnati,39,049,18140,42,70481,89663,100900,15655,72,6.5,376800,16,37,5,4,0,1,01,0,360,360,01,1,1,PT01,2,0,44,43,1,2,5,5,1,4,43.5
2024,2821768,Cincinnati,39,107,16380,4,71563,86785,97300,5378,80,6.625,135648,21,22,4,NA,0,1,01,0,360,360,01,1,1,PT01,1,1,27,NA,1,NA,5,8,0,4,27
2024,2821769,Cincinnati,39,075,99999,5,68287,82090,92100,8710,71,7.25,248000,27,31,4,4,0,2,01,0,360,360,01,1,1,PT01,2,0,33,33,1,2,5,5,0,4,33
2024,2821770,Cincinnati,39,107,16380,5,95061,86785,97300,7327,80,6.75,194400,22,31,4,5,0,1,01,0,360,360,01,1,1,PT01,2,0,26,25,1,2,5,5,0,4,25.5
2024,2821771,Cincinnati,21,211,31140,20,95904,81939,89300,20000,68,6.5,640000,27,27,5,NA,0,1,01,0,360,360,01,1,1,PT01,1,0,36,NA,1,NA,5,8,0,5,36
2024,2821772,Cincinnati,39,037,24820,4,88125,72285,81100,7712,52,6.5,100000,12,20,5,5,0,6,01,0,360,360,01,1,1,PT01,2,0,36,35,1,2,5,5,0,5,35.5
2024,2821773,Cincinnati,39,107,16380,5,95061,86785,97300,8409,80,6.625,161600,16,16,4,5,0,1,01,0,360,360,01,1,1,PT01,2,1,21,22,2,1,5,5,0,4,21.5
2024,2821774,Cincinnati,47,085,99999,9,71371,63002,70700,11081,41,6.625,386000,28,30,4,4,0,2,01,0,360,360,01,1,1,PT01,2,0,41,40,1,2,5,5,0,4,40.5
2024,2821775,Cincinnati,39,025,17140,8,81225,90079,102300,11640,80,6.375,243920,20,21,4,NA,0,1,01,0,360,360,01,1,1,PT07,1,0,77,NA,NA,NA,5,8,1,4,77
2024,2821776,Cincinnati,39,133,10420,9,137163,82433,95500,12200,78,6.5,237200,16,17,5,5,0,1,01,0,360,360,01,1,1,PT07,2,1,34,31,1,2,5,5,0,5,32.5
2024,2821777,Cincinnati,39,149,43380,4,85000,82974,93100,5833,76,6.5,157500,20,21,4,NA,0,1,01,0,360,360,01,1,1,PT01,1,1,23,NA,1,NA,5,8,0,4,23
2024,2821778,Cincinnati,21,117,17140,11,110179,90079,102300,10583,85,6.375,382500,30,41,5,5,12,1,01,0,360,360,01,1,1,PT07,2,0,28,28,2,1,5,5,0,5,28
2024,2821779,Cincinnati,21,211,31140,7,89227,81939,89300,6739,80,6.125,232000,36,41,5,NA,0,1,01,0,180,180,01,1,1,PT01,1,0,56,NA,1,NA,5,8,0,5,56
2024,2821780,Cincinnati,39,025,17140,11,145714,90079,102300,24700,78,5.625,279000,12,23,5,NA,0,1,01,0,180,180,01,1,1,PT01,1,1,45,NA,2,NA,5,8,0,5,45
2024,2821781,Cincinnati,39,011,47540,5,80859,85545,96000,13235,75,6.375,163125,28,28,5,5,0,1,01,0,360,360,01,2,1,PT01,2,0,55,52,1,2,5,5,0,5,53.5
2024,2821782,Cincinnati,39,061,17140,17,171250,90079,102300,9278,80,6.875,312000,29,40,4,4,0,1,01,0,360,360,01,1,1,PT01,2,0,62,66,1,1,5,5,0,4,64
2024,2821783,Cincinnati,39,113,19430,16,85625,80365,92400,11666,90,6.625,359100,27,37,5,5,25,1,01,0,360,360,01,1,1,PT01,2,1,27,28,1,2,NA,NA,0,5,27.5
2024,2821784,Cincinnati,39,017,17140,39,107826,90079,102300,5082,45,5,182000,31,35,5,NA,0,2,01,0,360,360,01,1,1,PT01,1,1,42,NA,2,NA,NA,8,0,5,42
2024,2821785,Cincinnati,39,165,17140,15,98937,90079,102300,11580,80,5.75,413600,35,40,5,NA,0,1,01,0,180,180,01,1,1,PT07,1,0,42,NA,NA,NA,NA,8,0,5,42
2024,2821786,Cincinnati,47,099,29980,7,49704,60268,69500,9137,63,6.75,227000,19,27,4,4,0,2,01,0,360,360,01,1,1,PT01,2,0,43,43,1,2,5,5,0,4,43
2024,2821787,Cincinnati,21,111,31140,62,58771,81939,89300,3772,45,6,90000,27,27,4,4,0,6,01,0,180,180,01,1,1,PT01,2,1,65,75,1,2,5,5,0,4,70
2024,2821789,Cincinnati,39,049,18140,18,198750,89663,100900,15771,80,6.875,515920,26,26,5,NA,0,1,01,0,360,360,01,1,1,PT05,1,1,32,NA,1,NA,5,8,0,5,32
2024,2821790,Cincinnati,39,153,10420,27,148413,82433,95500,13172,80,7.375,400000,26,34,4,NA,0,1,01,0,360,360,01,1,1,PT01,1,0,65,NA,NA,NA,NA,8,0,4,65
2024,2821792,Cincinnati,39,149,43380,10,106767,82974,93100,6108,73,6.5,200000,26,40,5,NA,0,1,01,0,360,360,01,1,1,PT01,1,0,34,NA,1,NA,5,8,0,5,34
2024,2821793,Cincinnati,39,003,30620,10,73630,69826,75600,12649,90,6.5,190800,14,26,4,4,25,1,01,0,360,360,01,1,1,PT01,2,1,23,23,1,2,5,5,0,4,23
2024,2821794,Cincinnati,39,003,30620,33,51694,69826,75600,6588,80,6.5,155000,20,24,4,4,0,1,01,0,360,360,01,1,1,PT01,2,1,21,22,2,1,5,5,0,4,21.5
2024,2821795,Cincinnati,39,171,99999,8,65893,70655,79500,10064,94,6.75,150000,10,27,4,4,30,1,01,0,360,360,01,1,1,PT03,2,1,31,24,1,2,5,5,0,4,27.5
2024,2821796,Cincinnati,39,113,19430,11,125455,80365,92400,12523,70,6.5,283500,20,21,5,NA,0,2,01,0,360,360,01,1,1,PT01,1,0,38,NA,1,NA,5,8,0,5,38
2024,2821797,Cincinnati,39,023,44220,9,94900,67092,84500,15606,95,6.75,289750,16,30,4,4,30,1,01,0,360,360,01,1,1,PT01,2,0,66,60,1,2,5,5,0,4,63
2024,2821798,Cincinnati,39,049,18140,24,129519,89663,100900,14866,80,6.75,448000,26,35,5,4,0,1,01,0,360,360,01,1,1,PT01,2,1,41,37,1,2,NA,NA,0,4,39
2024,2821799,Cincinnati,42,003,38300,17,82067,88660,101900,14592,80,6.75,291200,19,29,5,5,0,1,01,0,360,360,01,1,1,PT01,2,0,36,35,1,2,5,NA,0,5,35.5
2024,2821800,Cincinnati,39,061,17140,14,102099,90079,102300,8060,80,6.75,218000,22,26,5,5,0,1,01,0,360,360,01,1,1,PT01,2,1,24,25,1,2,5,5,0,5,24.5
2024,2821801,Cincinnati,39,165,17140,32,163906,90079,102300,12531,38,6.75,255800,22,41,5,NA,0,6,01,0,360,360,01,1,1,PT07,1,0,63,NA,1,NA,5,8,0,5,63
2024,2821802,Cincinnati,26,165,15620,7,87581,69449,79800,12045,85,6.75,301750,19,39,5,NA,25,1,01,0,360,360,01,1,1,PT01,1,0,35,NA,1,NA,5,8,0,5,35
2024,2821803,Cincinnati,39,017,17140,32,112582,90079,102300,12465,30,6.75,237600,18,43,5,NA,0,1,01,0,360,360,01,1,1,PT01,1,0,52,NA,2,NA,2,8,0,5,52
2024,2821804,Cincinnati,39,107,16380,3,97847,86785,97300,12228,78,5.875,256000,21,25,5,4,0,1,01,0,180,180,01,1,1,PT01,2,1,23,23,1,2,5,5,0,4,23
2024,2821805,Cincinnati,39,017,17140,10,98510,90079,102300,9646,78,6.625,291559,26,30,5,4,0,1,01,0,360,360,01,1,1,PT01,2,1,25,24,2,1,5,5,0,4,24.5
2024,2821806,Cincinnati,39,015,17140,4,75781,90079,102300,15886,80,6.625,492000,23,23,5,NA,0,1,01,0,360,360,01,2,1,PT07,1,0,80,NA,1,NA,5,8,0,5,80
2024,2821807,Cincinnati,39,041,18140,23,185897,89663,100900,25727,49,6.75,350000,16,37,5,5,0,6,01,0,360,360,01,1,1,PT07,2,0,54,54,1,2,5,5,1,5,54
2024,2821808,Cincinnati,39,041,18140,19,168836,89663,100900,22597,79,6.75,500000,19,32,4,5,0,1,01,0,360,360,01,1,1,PT01,2,0,36,36,2,1,5,5,0,4,36
2024,2821809,Cincinnati,39,113,19430,26,162308,80365,92400,17942,50,6.5,332000,19,32,4,NA,0,2,01,0,360,360,01,1,1,PT07,1,0,65,NA,1,NA,5,8,0,4,65
2024,2821810,Cincinnati,39,165,17140,6,90071,90079,102300,11970,34,6.75,250000,20,24,5,5,0,1,01,0,360,360,01,1,1,PT01,2,0,66,63,1,2,5,5,0,5,64.5
2024,2821811,Cincinnati,39,049,18140,17,121497,89663,100900,10656,80,6.5,252000,20,34,5,NA,0,1,01,0,360,360,01,1,1,PT01,1,0,69,NA,2,NA,5,8,0,5,69
2024,2821812,Cincinnati,18,029,17140,6,112621,90079,102300,5113,38,6.625,150000,28,31,4,5,0,6,01,0,180,180,01,1,1,PT01,2,0,31,27,1,2,5,2,0,4,29
2024,2821813,Cincinnati,39,061,17140,69,85425,90079,102300,13000,85,7,199750,20,32,5,NA,6,1,01,0,180,180,01,1,1,PT11,1,0,59,NA,2,NA,3,8,0,5,59
2024,2821814,Cincinnati,48,201,26420,34,248135,86054,94100,19823,84,6.5,504000,22,34,5,5,12,1,01,0,360,360,01,1,1,PT01,2,0,35,33,1,2,5,5,1,5,34
2024,2821815,Cincinnati,39,017,17140,17,99443,90079,102300,5135,46,6.5,139000,28,38,3,NA,0,6,01,0,240,240,01,1,1,PT01,1,0,23,NA,1,NA,5,8,0,3,23
2024,2821816,Cincinnati,18,057,26900,26,134352,85612,97300,20416,54,6.125,465000,24,32,5,4,0,1,01,0,180,180,01,1,1,PT07,2,0,28,28,1,2,5,5,1,4,28
2024,2821817,Cincinnati,18,057,26900,46,194107,85612,97300,16613,72,6.75,520000,26,26,4,NA,0,6,01,0,360,360,01,1,1,PT07,1,0,42,NA,2,NA,2,8,0,4,42
2024,2821818,Cincinnati,39,063,22300,10,95634,79983,89500,13257,83,7.25,230000,15,37,4,4,12,2,01,0,360,360,01,1,1,PT01,2,0,35,33,2,1,5,5,0,4,34
2024,2821819,Cincinnati,21,111,31140,20,85729,81939,89300,14923,85,6.75,242250,14,16,5,5,12,1,01,0,360,360,01,1,1,PT01,2,1,28,28,1,2,5,5,0,5,28
2024,2821820,Cincinnati,21,067,30460,13,134605,83147,93400,13456,80,6.5,552000,34,37,5,5,0,1,01,0,360,360,01,1,1,PT01,2,0,34,37,2,1,5,5,1,5,35.5
2024,2821821,Cincinnati,47,183,32280,29,59286,60268,69500,9886,64,6.875,300000,20,22,5,4,0,2,01,0,360,360,01,1,1,PT01,2,0,36,30,1,2,5,5,0,4,33
