Year,LoanCharacteristicsID,Bank,FIPSStateNumericCode,FIPSCountyCode,CoreBasedStatisticalAreaCode,CensusTractIdentifier,CensusTractMinorityRatioPercent,CensusTractMedFamIncomeAmount,LocalAreaMedianIncomeAmount,TotalMonthlyIncomeAmount,HUDMedianIncomeAmount,LoanAcquisitionActualUPBAmt,LTVRatioPercent,NoteDate,LoanAcquisitionDate,LoanPurposeType,ProductCategoryName,MortgageType,ScheduledTotalPaymentCount,LoanAmortizationMaxTermMonths,MortgageLoanSellerInstType,BorrowerCount,BorrowerFirstTimeHomebuyer,Borrower1Race1Type,Borrower2Race1Type,Borrower1SexType,Borrower2SexType,Borrower1AgeAtApplicationYears,Borrower2AgeAtApplicationYears,PropertyUsageType,PropertyUnitCount,NoteRatePercent,NoteAmount,HousingExpenseRatioPercent,TotalDebtExpenseRatioPercent,Borrower1CreditScoreValue,Borrower2CreditScoreValue,PMICoveragePercent,EmploymentBorrowerSelfEmployed,PropertyType,IndexSourceType,MarginRatePercent,PrepaymentPenaltyExpirationDate,Borrower1EthnicityType,Borrower1Race2Type,Borrower1Race3Type,Borrower1Race4Type,Borrower1Race5Type,Borrower2EthnicityType,Borrower2Race2Type,Borrower2Race3Type,Borrower2Race4Type,Borrower2Race5Type,HOEPALoanStatusType,LienPriorityType
2024,2838226,Chicago,55,133,33340,2014.03,16.527,82216,97232,5157,102100,164000,80,2024,2024,1,01,0,360,360,01,1,1,5,8,2,4,32,998,1,1,6.875,164000,28,43.57,5,9,0,0,PT06,99,9999,9999-12-31,2,7,7,7,7,5,8,8,8,8,2,1
2024,2838227,Chicago,55,133,33340,2044.00,5.531,171602,97232,14459,102100,459920,76,2024,2024,2,01,0,360,360,01,2,0,5,5,1,2,32,31,1,1,7.5,459920,26.69,40.8,3,5,0,0,PT07,99,9999,9999-12-31,2,7,7,7,7,2,7,7,7,7,2,1
2024,2838228,Chicago,55,009,24580,9400.08,15.037,114362,93298,10351,96900,319900,50,2024,2024,1,01,0,360,360,01,2,0,5,5,1,2,41,41,1,1,6.625,319900,26.17,26.17,5,5,0,0,PT01,99,9999,9999-12-31,2,7,7,7,7,2,7,7,7,7,2,1
2024,2838229,Chicago,55,019,99999,9504.00,3.507,87935,82833,8944,86600,270000,72,2024,2024,1,01,0,360,360,01,2,1,5,5,1,2,24,23,1,1,7.375,270000,26.97,39.71,5,4,0,1,PT01,99,9999,9999-12-31,2,7,7,7,7,2,7,7,7,7,2,1
2024,2838230,Chicago,55,139,36780,0037.03,8.476,125870,90900,8166,99100,264900,58,2024,2024,1,01,0,360,360,01,2,1,5,5,1,2,43,44,1,1,6.875,264900,27.24,36.62,5,5,0,0,PT01,99,9999,9999-12-31,2,7,7,7,7,2,7,7,7,7,2,1
2024,2838231,Chicago,55,087,11540,0121.01,7.49,104556,100144,9291,104000,305000,94,2024,2024,1,01,0,360,360,01,2,1,5,5,2,1,24,25,1,1,7.375,305000,28.44,44.26,4,4,30,1,PT01,99,9999,9999-12-31,2,7,7,7,7,2,7,7,7,7,2,1
2024,2838232,Chicago,55,009,24580,0205.04,8.676,143750,93298,21895,96900,507000,54,2024,2024,2,01,0,360,360,01,2,0,5,5,1,2,43,42,1,1,6.625,507000,15.71,28.03,5,5,0,0,PT01,99,9999,9999-12-31,2,7,7,7,7,2,7,7,7,7,2,1
2024,2838233,Chicago,55,139,36780,0037.03,8.476,125870,90900,22597,99100,446500,95,2024,2024,1,01,0,360,360,01,2,1,5,5,1,2,30,30,1,1,7.125,446500,16.11,33.27,4,5,30,0,PT01,99,9999,9999-12-31,2,7,7,7,7,1,7,7,7,7,2,1
2024,2838234,Chicago,47,009,28940,0114.01,6.171,78841,84160,17458,89000,472500,75,2024,2024,1,01,0,360,360,01,2,0,5,5,2,1,63,64,2,1,7.125,472500,4.92,33.44,5,5,0,0,PT01,99,9999,9999-12-31,2,7,7,7,7,2,7,7,7,7,2,1
2024,2838235,Chicago,55,087,11540,0129.02,6.642,118795,100144,6187,104000,200000,58,2024,2024,6,01,0,360,360,01,2,0,5,5,1,2,56,54,1,1,7,200000,27.27,48.33,4,4,0,1,PT01,99,9999,9999-12-31,2,7,7,7,7,2,7,7,7,7,2,1
2024,2838236,Chicago,55,073,48140,0019.00,5.35,98372,89475,10150,91400,212400,90,2024,2024,1,01,0,360,360,01,2,1,5,5,2,1,28,30,1,1,7,212400,16.22,32.12,5,5,25,0,PT01,99,9999,9999-12-31,2,7,7,7,7,2,7,7,7,7,2,1
2024,2838237,Chicago,26,135,99999,9703.00,5.968,59792,75716,10991,79600,131250,75,2024,2024,1,01,0,360,360,01,2,0,5,5,1,2,40,41,2,1,7.375,131250,11.83,39.94,5,5,0,0,PT01,99,9999,9999-12-31,2,7,7,7,7,2,7,7,7,7,2,1
2024,2838238,Chicago,55,017,20740,0107.00,7.565,105586,93829,17566,99400,612655,95,2024,2024,1,01,0,360,360,01,1,0,5,8,1,4,29,998,1,1,6.625,612655,23.87,40.41,5,9,30,0,PT01,99,9999,9999-12-31,2,7,7,7,7,5,8,8,8,8,2,1
2024,2838239,Chicago,26,103,32100,0015.00,7.672,102793,82182,10913,86900,256500,95,2024,2024,1,01,0,360,360,01,2,1,5,5,2,1,28,30,1,1,7.125,256500,22.09,49.09,4,3,30,0,PT01,99,9999,9999-12-31,2,7,7,7,7,2,7,7,7,7,2,1
2024,2838240,Chicago,55,083,24580,1003.00,4.595,90250,93298,23318,96900,336000,70,2024,2024,1,01,0,360,360,01,1,0,5,8,1,4,39,998,2,1,6.5,336000,19.56,32.79,5,9,0,0,PT01,99,9999,9999-12-31,2,7,7,7,7,5,8,8,8,8,2,1
2024,2838241,Chicago,55,029,99999,1004.00,8.275,90625,86950,5908,92300,255000,75,2024,2024,1,01,0,360,360,01,1,1,5,8,2,4,72,998,1,1,6.375,255000,34.43,42.17,5,9,0,0,PT06,99,9999,9999-12-31,2,7,7,7,7,5,8,8,8,8,2,1
2024,2838242,Chicago,26,153,99999,0003.00,18.253,67385,75716,5895,79600,152000,80,2024,2024,6,01,0,240,240,01,2,0,5,5,1,2,69,67,1,1,7.25,152000,24.65,31.52,5,5,0,0,PT01,99,9999,9999-12-31,2,7,7,7,7,2,7,7,7,7,2,1
2024,2838243,Chicago,55,021,31540,9708.00,7.244,111545,112276,13346,121200,359250,75,2024,2024,1,01,0,360,360,01,2,0,5,5,1,2,30,30,1,1,6.75,359250,22.05,42.81,5,5,0,1,PT01,99,9999,9999-12-31,2,7,7,7,7,2,7,7,7,7,2,1
2024,2838244,Chicago,55,025,31540,0114.05,30.421,109760,112276,7899,121200,216000,80,2024,2024,1,01,0,360,360,01,1,0,2,8,2,4,28,998,1,1,6.5,216000,24.98,29.74,5,9,0,0,PT06,99,9999,9999-12-31,2,7,7,7,7,5,8,8,8,8,2,1
2024,2838245,Chicago,55,105,27500,0013.05,9.803,100081,84424,15569,85700,152000,30,2024,2024,1,01,0,180,180,01,2,0,5,5,1,2,50,50,1,1,6.5,152000,33.74,38.51,5,5,0,0,PT01,99,9999,9999-12-31,2,7,7,7,7,2,7,7,7,7,2,1
2024,2838246,Chicago,55,105,27500,0031.02,7.995,92778,84424,7096,85700,275000,78,2024,2024,1,01,0,360,360,01,2,0,5,5,1,2,74,74,1,1,6.375,275000,31.56,40,5,5,0,0,PT06,99,9999,9999-12-31,2,7,7,7,7,2,7,7,7,7,2,1
2024,2838247,Chicago,55,113,99999,1004.00,9.23,84539,82833,17638,86600,340000,80,2024,2024,1,01,0,360,360,01,2,0,5,5,1,2,40,38,2,1,6.75,340000,16.97,31.78,5,5,0,0,PT01,99,9999,9999-12-31,2,7,7,7,7,2,7,7,7,7,2,1
2024,2838248,Chicago,55,035,20740,0015.00,11.298,96174,93829,10150,99400,302940,90,2024,2024,1,01,0,360,360,01,2,0,5,5,2,1,26,26,1,1,7,302940,21.51,31.14,4,5,25,0,PT01,99,9999,9999-12-31,2,7,7,7,7,2,7,7,7,7,2,1
2024,2838249,Chicago,27,053,33460,0266.16,44.296,230994,119274,49519,123700,661500,90,2024,2024,1,01,0,360,360,01,1,0,2,8,1,4,42,998,1,1,6.75,661500,10.95,21.71,4,9,25,0,PT01,99,9999,9999-12-31,2,7,7,7,7,5,8,8,8,8,2,1
2024,2838250,Chicago,55,017,20740,0107.00,7.565,105586,93829,7104,99400,300000,86,2024,2024,1,01,0,360,360,01,2,0,6,6,3,3,45,40,1,1,6.75,300000,32.79,40.52,4,4,25,0,PT01,99,9999,9999-12-31,3,7,7,7,7,3,7,7,7,7,2,1
2024,2838251,Chicago,27,053,33460,0268.26,45.081,151864,119274,9270,123700,425000,85,2024,2024,1,01,0,360,360,01,2,1,2,2,1,2,35,36,1,1,6.875,425000,38.06,44.86,5,5,12,0,PT01,99,9999,9999-12-31,2,7,7,7,7,2,7,7,7,7,2,1
2024,2838252,Chicago,55,091,99999,9502.00,5.83,89000,83788,16897,89000,364500,90,2024,2024,1,01,0,360,360,01,2,0,5,5,2,1,40,41,1,1,7,364500,17.73,35.62,4,5,25,0,PT01,99,9999,9999-12-31,2,7,7,7,7,2,7,7,7,7,2,1
2024,2838253,Chicago,55,017,20740,0110.02,5.084,105174,93829,18429,99400,585000,90,2024,2024,1,01,0,360,360,01,2,0,5,5,1,2,33,31,1,1,6.75,585000,23.75,48.44,5,5,25,0,PT01,99,9999,9999-12-31,2,7,7,7,7,2,7,7,7,7,2,1
2024,2838254,Chicago,55,121,99999,1001.00,4.528,83167,85791,13074,91100,202972,33,2024,2024,2,01,0,360,360,01,2,0,5,5,2,1,30,33,1,1,6.625,203350,18.68,25.93,4,5,0,0,PT01,99,9999,9999-12-31,2,7,7,7,7,2,7,7,7,7,2,1
2024,2838255,Chicago,55,109,33460,1201.00,8.587,71250,119274,29257,123700,475920,80,2024,2024,1,01,0,360,360,01,2,0,5,5,2,1,34,38,1,1,6.875,475920,12.77,41.06,5,4,0,1,PT01,99,9999,9999-12-31,2,7,7,7,7,2,7,7,7,7,2,1
2024,2838256,Chicago,55,035,20740,0004.02,12.625,91948,93829,6543,99400,311920,80,2024,2024,1,01,0,360,360,01,2,0,5,5,1,2,31,30,1,1,6.625,311920,40.25,47.15,5,5,0,0,PT01,99,9999,9999-12-31,2,7,7,7,7,2,7,7,7,7,2,1
2024,2838257,Chicago,55,091,99999,9501.00,6.469,80417,83788,6508,89000,180000,80,2024,2024,6,01,0,240,240,01,2,0,5,5,2,1,30,30,1,1,6.5,180000,23.76,35.65,5,4,0,0,PT01,99,9999,9999-12-31,2,7,7,7,7,2,7,7,7,7,2,1
2024,2838258,Chicago,55,035,20740,0009.00,16.713,117910,93829,4027,99400,174000,63,2024,2024,1,01,0,240,240,01,2,1,5,5,1,2,30,27,1,1,5.75,174000,40.33,40.33,5,5,0,0,PT01,99,9999,9999-12-31,2,7,7,7,7,2,7,7,7,7,2,1
2024,2838259,Chicago,55,035,20740,0004.02,12.625,91948,93829,15362,99400,382052,80,2024,2024,1,01,0,360,360,01,2,1,5,5,2,1,31,34,1,1,6.75,382400,21.13,21.36,5,5,0,0,PT01,99,9999,9999-12-31,2,7,7,7,7,2,7,7,7,7,2,1
2024,2838260,Chicago,55,109,33460,1206.02,6.29,100370,119274,9916,123700,315200,80,2024,2024,1,01,0,360,360,01,2,0,5,5,1,2,39,29,1,1,6.875,315200,25.41,40.99,5,4,0,0,PT01,99,9999,9999-12-31,2,7,7,7,7,2,7,7,7,7,2,1
2024,2838261,Chicago,55,113,99999,1005.02,7.169,83580,82833,9013,86600,173700,90,2024,2024,1,01,0,360,360,01,2,0,5,5,2,1,41,42,2,1,6.375,173700,21.09,36.67,5,5,25,0,PT01,99,9999,9999-12-31,2,7,7,7,7,2,7,7,7,7,2,1
2024,2838262,Chicago,55,019,99999,9504.00,3.507,87935,82833,6389,86600,121000,49,2024,2024,6,01,0,360,360,01,2,0,6,6,1,2,33,33,1,1,6.5,121000,16.71,34.77,5,5,0,0,PT01,99,9999,9999-12-31,3,7,7,7,7,3,7,7,7,7,2,1
2024,2838263,Chicago,27,003,33460,0501.16,8.399,163795,119274,15326,123700,486000,53,2024,2024,2,01,0,360,360,01,2,0,5,5,2,1,34,35,1,1,6.375,486000,23.65,24.54,5,5,0,0,PT01,99,9999,9999-12-31,2,7,7,7,7,2,7,7,7,7,2,1
2024,2838264,Chicago,27,139,33460,0810.01,9.075,151250,119274,29253,123700,696000,80,2024,2024,1,01,0,360,360,01,1,0,5,8,2,4,43,998,1,1,6.375,696000,17.06,25.49,4,9,0,1,PT01,99,9999,9999-12-31,1,7,7,7,7,5,8,8,8,8,2,1
2024,2838265,Chicago,55,033,32860,9703.00,8.125,100441,88943,10966,94400,100000,25,2024,2024,1,01,0,240,240,01,2,0,5,5,1,2,48,49,1,1,5.75,100000,11.09,16.15,5,5,0,0,PT01,99,9999,9999-12-31,2,7,7,7,7,2,7,7,7,7,2,1
2024,2838266,Chicago,55,025,31540,0132.01,10.389,132321,112276,10156,121200,283500,90,2024,2024,1,01,0,360,360,01,2,1,5,5,1,2,25,23,1,1,6.625,283500,22.76,30.48,4,5,25,0,PT01,99,9999,9999-12-31,2,7,7,7,7,2,7,7,7,7,2,1
2024,2838267,Chicago,55,025,31540,0115.05,37.591,91667,112276,6514,121200,244800,80,2024,2024,1,01,0,360,360,01,1,0,5,8,2,4,33,998,1,1,6.625,244800,30.15,47.93,4,9,0,0,PT01,99,9999,9999-12-31,2,7,7,7,7,5,8,8,8,8,2,1
2024,2838268,Chicago,55,105,27500,0031.01,7.107,83158,84424,20103,85700,400000,58,2024,2024,6,01,0,360,360,01,2,0,5,5,1,2,47,46,1,1,6.5,400000,17,23.21,5,5,0,1,PT01,99,9999,9999-12-31,2,7,7,7,7,2,7,7,7,7,2,1
2024,2838269,Chicago,55,009,24580,0216.00,8.042,93056,93298,4047,96900,147000,70,2024,2024,1,01,0,360,360,01,1,1,5,8,1,4,24,998,1,1,6.25,147000,30.6,39,3,9,0,0,PT01,99,9999,9999-12-31,2,7,7,7,7,5,8,8,8,8,2,1
2024,2838270,Chicago,55,009,24580,0103.00,11.963,100245,93298,18410,96900,240000,64,2024,2024,1,01,0,360,360,01,2,0,5,5,1,2,36,31,1,1,6.625,240000,10.8,16.24,5,5,0,0,PT01,99,9999,9999-12-31,2,7,7,7,7,2,7,7,7,7,2,1
2024,2838271,Chicago,55,121,99999,1002.00,8.039,79306,85791,4728,91100,124000,80,2024,2024,1,01,0,360,360,01,1,0,5,8,1,4,42,998,1,1,6,124000,21.79,30.27,4,9,0,0,PT01,99,9999,9999-12-31,2,7,7,7,7,5,8,8,8,8,2,1
2024,2838272,Chicago,55,085,99999,9701.01,3.381,103125,83980,11908,89200,292000,75,2024,2024,1,01,0,360,360,01,3,0,5,5,1,2,30,30,2,1,6.5,292000,15.42,40.63,5,5,0,0,PT01,99,9999,9999-12-31,2,7,7,7,7,2,7,7,7,7,2,1
2024,2838273,Chicago,55,135,99999,1007.00,9.126,73179,84282,5634,89500,184300,95,2024,2024,1,01,0,360,360,01,1,1,5,8,1,4,31,998,1,1,5.75,184300,26.95,26.95,4,9,30,0,PT01,99,9999,9999-12-31,2,7,7,7,7,5,8,8,8,8,2,1
2024,2838274,Chicago,55,087,11540,0107.00,21.685,86146,100144,3041,104000,96900,57,2024,2024,6,01,0,360,360,01,1,0,5,8,2,4,62,998,1,1,5.5,96900,25.06,41.96,5,9,0,0,PT01,99,9999,9999-12-31,2,7,7,7,7,5,8,8,8,8,2,1
2024,2838275,Chicago,55,087,11540,0131.00,8.489,91250,100144,7492,104000,240000,80,2024,2024,1,01,0,360,360,01,2,0,5,5,2,1,65,74,2,1,5.875,240000,7.11,38.72,5,5,0,0,PT01,99,9999,9999-12-31,2,7,7,7,7,2,7,7,7,7,2,1
2024,2838276,Chicago,55,079,33340,1873.00,19.96,132514,97232,8733,102100,372876,95,2024,2024,1,01,0,360,360,01,2,1,5,5,2,1,28,28,1,1,7.125,372876,36.25,48.69,4,5,30,0,PT01,99,9999,9999-12-31,2,7,7,7,7,2,7,7,7,7,2,1
2024,2838277,Chicago,55,079,33340,0197.00,37.81,91538,97232,14946,102100,312400,80,2024,2024,1,01,0,360,360,01,2,0,5,5,2,1,32,32,1,1,6.625,312400,17.43,28.23,5,5,0,0,PT01,99,9999,9999-12-31,2,7,7,7,7,2,7,7,7,7,2,1
2024,2838278,Chicago,55,109,33460,1206.02,6.29,100370,119274,7034,123700,312300,90,2024,2024,1,01,0,360,360,01,1,0,5,8,2,4,37,998,1,1,7,312300,36.93,46.96,5,9,25,1,PT01,99,9999,9999-12-31,2,7,7,7,7,5,8,8,8,8,2,1
2024,2838279,Chicago,55,131,33340,4401.06,5.359,120250,97232,12541,102100,304000,80,2024,2024,1,01,0,360,360,01,1,1,5,8,1,4,21,998,1,1,7.125,304000,19.09,19.17,4,9,0,1,PT01,99,9999,9999-12-31,2,7,7,7,7,5,8,8,8,8,2,1
2024,2838280,Chicago,55,089,33340,6502.00,9.945,121169,97232,8858,102100,285000,86,2024,2024,1,01,0,360,360,01,1,1,5,8,1,4,25,998,1,1,7,285000,25.96,26.64,4,9,25,0,PT01,99,9999,9999-12-31,2,7,7,7,7,5,8,8,8,8,2,1
2024,2838281,Chicago,55,001,99999,9502.03,8.235,62159,82833,35791,86600,263000,80,2024,2024,1,01,0,360,360,01,4,0,5,5,1,2,45,47,2,1,7,263000,10.17,23.55,4,4,0,1,PT01,99,9999,9999-12-31,2,7,7,7,7,2,7,7,7,7,2,1
2024,2838282,Chicago,55,079,33340,1012.00,17.039,87955,97232,5793,102100,194581,78,2024,2024,6,01,0,360,360,01,2,0,2,5,1,2,39,36,1,1,6.875,195750,29.52,38.74,4,4,0,0,PT01,99,9999,9999-12-31,2,5,7,7,7,2,7,7,7,7,2,1
2024,2838283,Chicago,55,075,31940,9607.00,5.089,59444,82833,15366,86600,124000,66,2024,2024,2,01,0,180,180,01,2,0,5,5,1,2,53,37,2,1,5.5,124000,15.56,32.35,5,5,0,0,PT01,99,9999,9999-12-31,2,7,7,7,7,2,7,7,7,7,2,1
2024,2838284,Chicago,55,133,33340,2041.00,7.978,158750,97232,13678,102100,605000,74,2024,2024,2,01,0,360,360,01,2,0,5,5,2,1,32,34,1,1,6.875,605000,33.78,43.89,4,5,0,0,PT01,99,9999,9999-12-31,2,7,7,7,7,2,7,7,7,7,2,1
2024,2838285,Chicago,05,143,22220,0101.13,19.022,119707,88653,5142,94400,175000,64,2024,2024,1,01,0,360,360,01,1,1,5,8,1,4,22,998,1,1,6.625,175000,29.9,37.82,4,9,0,0,PT01,99,9999,9999-12-31,2,7,7,7,7,5,8,8,8,8,2,1
2024,2838286,Chicago,17,157,99999,9507.00,7.384,60850,81142,5685,86200,136000,80,2024,2024,1,01,0,360,360,01,2,0,5,5,2,1,20,21,1,1,7.25,136000,23.21,26.34,5,4,0,0,PT12,99,9999,9999-12-31,1,7,7,7,7,2,7,7,7,7,2,1
2024,2838287,Chicago,55,139,36780,0022.01,4.869,106314,90900,9643,99100,330125,95,2024,2024,1,01,0,360,360,01,2,0,5,5,2,1,26,27,1,1,7.125,330125,29.01,43.81,4,5,30,0,PT01,99,9999,9999-12-31,2,7,7,7,7,2,7,7,7,7,2,1
2024,2838288,Chicago,55,039,22540,0418.00,7.375,102500,93158,6745,95700,264000,80,2024,2024,1,01,0,360,360,01,2,1,5,5,1,2,22,22,1,1,6.75,264000,30.86,36.11,5,4,0,0,PT01,99,9999,9999-12-31,2,7,7,7,7,2,7,7,7,7,2,1
2024,2838289,Chicago,55,039,22540,0401.00,12.579,78185,93158,4211,95700,104553,50,2024,2024,2,01,0,360,360,01,1,0,5,8,2,4,36,998,1,1,6.75,104553,23.89,36.91,5,9,0,0,PT01,99,9999,9999-12-31,2,7,7,7,7,5,8,8,8,8,2,1
2024,2838290,Chicago,55,039,22540,0418.00,7.375,102500,93158,3485,95700,124900,30,2024,2024,1,01,0,360,360,01,2,0,5,5,1,2,62,66,1,1,6.25,124900,34.35,36.07,5,5,0,0,PT01,99,9999,9999-12-31,2,7,7,7,7,2,7,7,7,7,2,1
2024,2838291,Chicago,55,055,48020,1014.00,22.921,80814,95883,6910,100400,142000,91,2024,2024,1,01,0,360,360,01,1,0,5,8,2,4,67,998,1,1,6.375,142000,17.79,36.68,2,9,30,0,PT01,99,9999,9999-12-31,2,7,7,7,7,5,8,8,8,8,2,1
2024,2838292,Chicago,17,085,99999,0204.01,7.01,104318,86871,14929,92200,320000,80,2024,2024,1,01,0,360,360,01,2,0,5,5,2,1,36,37,2,1,7,320000,11.03,28.46,5,5,0,0,PT07,99,9999,9999-12-31,2,7,7,7,7,2,7,7,7,7,2,1
2024,2838293,Chicago,17,177,23300,0001.00,6.6,90735,79197,6729,81400,212000,80,2024,2024,1,01,0,360,360,01,1,0,5,8,2,4,43,998,1,1,6.625,212000,29.17,36.38,4,9,0,0,PT01,99,9999,9999-12-31,2,7,7,7,7,5,8,8,8,8,2,1
2024,2838294,Chicago,17,085,99999,0205.00,6.644,73214,86871,7106,92200,180000,80,2024,2024,1,01,0,360,360,01,2,0,5,5,1,2,37,33,1,1,6,180000,20.12,21.36,5,5,0,1,PT01,99,9999,9999-12-31,2,7,7,7,7,2,7,7,7,7,2,1
2024,2838295,Chicago,08,014,19740,0308.00,31.141,146995,119980,25329,130400,622500,73,2024,2024,1,01,0,360,360,01,2,0,5,5,1,2,46,44,1,1,6.99,622500,19.13,37.09,5,5,0,0,PT01,99,9999,9999-12-31,2,7,7,7,7,2,7,7,7,7,2,1
2024,2838296,Chicago,42,095,10900,0171.04,23.999,132188,96828,7786,101400,373750,65,2024,2024,1,01,0,360,360,01,2,1,5,5,1,2,39,28,1,1,6.375,373750,41.62,43.16,5,5,0,0,PT01,99,9999,9999-12-31,2,7,7,7,7,2,7,7,7,7,2,1
2024,2838297,Chicago,17,091,28100,0105.00,19.485,111335,83359,16133,102400,420000,80,2024,2024,1,01,0,360,360,01,1,0,5,8,1,4,63,998,1,1,6.99,420000,24.5,31.19,5,9,0,0,PT01,99,9999,9999-12-31,2,7,7,7,7,5,8,8,8,8,2,1
2024,2838298,Chicago,27,035,14660,9517.00,4.331,104079,86597,16014,91600,513750,75,2024,2024,1,01,0,360,360,01,2,0,5,5,1,2,52,51,2,1,7.625,513750,19.37,49.33,4,5,0,0,PT01,99,9999,9999-12-31,2,7,7,7,7,2,7,7,7,7,2,1
2024,2838299,Chicago,55,029,99999,1003.00,6.689,81250,86950,20320,92300,360000,75,2024,2024,1,01,0,180,180,01,2,0,5,5,1,2,53,53,2,1,6.375,360000,2.81,22.7,5,5,0,0,PT06,99,9999,9999-12-31,2,7,7,7,7,2,7,7,7,7,2,1
2024,2838300,Chicago,55,043,38420,9602.00,13.06,67721,83145,17432,88300,60000,20,2024,2024,6,01,0,180,180,01,2,0,5,5,1,2,60,58,1,1,6,60000,5.68,15.87,3,5,0,0,PT01,99,9999,9999-12-31,2,7,7,7,7,2,7,7,7,7,2,1
2024,2838301,Chicago,55,043,38420,9602.00,13.06,67721,83145,3712,88300,83000,49,2024,2024,2,01,0,360,360,01,1,0,5,8,2,4,41,998,1,1,5.75,83000,21.29,41.5,2,9,0,0,PT01,99,9999,9999-12-31,2,7,7,7,7,5,8,8,8,8,2,1
2024,2838302,Chicago,55,025,31540,0009.02,20.931,200288,112276,17423,121200,373750,65,2024,2024,1,01,0,360,360,01,2,0,2,5,1,2,35,36,1,1,6.6,373750,18.94,21.94,5,5,0,0,PT01,99,9999,9999-12-31,2,5,7,7,7,2,7,7,7,7,2,1
2024,2838303,Chicago,55,025,31540,0021.00,22.642,81466,112276,9584,121200,300000,83,2024,2024,1,01,0,360,360,01,1,0,5,8,1,4,27,998,1,1,7.05,300000,29.25,29.52,4,9,12,0,PT01,99,9999,9999-12-31,2,7,7,7,7,5,8,8,8,8,2,1
2024,2838304,Chicago,55,025,31540,0014.04,46.875,149143,112276,19896,121200,672000,70,2024,2024,1,01,0,360,360,01,2,0,5,5,2,1,65,71,1,1,6.7,672000,28.72,39.19,5,5,0,0,PT01,99,9999,9999-12-31,2,7,7,7,7,2,7,7,7,7,2,1
2024,2838305,Chicago,55,059,28450,0029.03,10.51,96250,106055,10196,109800,266000,95,2024,2024,1,01,0,360,360,01,2,1,5,5,2,1,29,34,1,1,6.95,266000,21.97,30.53,4,4,30,0,PT01,99,9999,9999-12-31,2,7,7,7,7,2,7,7,7,7,2,1
2024,2838306,Chicago,12,111,38940,3813.00,11.224,118588,81366,10068,87800,288000,80,2024,2024,1,01,0,360,360,01,2,0,5,5,1,2,70,69,1,1,7.15,288000,32.74,48.65,5,5,0,0,PT06,99,9999,9999-12-31,2,7,7,7,7,2,7,7,7,7,2,1
2024,2838307,Chicago,27,053,33460,0216.02,23.446,138875,119274,6055,123700,244466,75,2024,2024,1,01,0,240,240,01,1,0,5,8,1,4,43,998,1,1,6.5,244466,38.38,41.45,5,9,0,1,PT01,99,9999,9999-12-31,2,7,7,7,7,5,8,8,8,8,2,1
2024,2838308,Chicago,17,089,16980,8524.04,14.499,197377,106055,23357,109800,400000,60,2024,2024,1,01,0,360,360,01,2,0,5,5,1,2,58,55,1,1,7,400000,17.55,39.06,5,5,0,0,PT01,99,9999,9999-12-31,2,7,7,7,7,2,7,7,7,7,2,1
2024,2838309,Chicago,55,059,28450,0027.00,12.72,137841,106055,6017,109800,229900,95,2024,2024,1,01,0,360,360,01,1,1,5,8,2,4,31,998,1,1,6.5,229900,31.08,36.1,5,9,30,0,PT01,99,9999,9999-12-31,1,7,7,7,7,5,8,8,8,8,2,1
2024,2838310,Chicago,17,031,16980,0402.01,36.486,113819,106055,11330,109800,250000,90,2024,2024,1,01,0,360,360,01,1,1,5,8,2,4,32,998,1,1,6.625,250000,21.14,30.72,5,9,25,0,PT06,99,9999,9999-12-31,2,7,7,7,7,5,8,8,8,8,2,1
2024,2838311,Chicago,17,097,16980,8610.11,43.845,123844,106055,9987,109800,280000,95,2024,2024,1,01,0,360,360,01,2,0,6,6,1,2,27,27,1,1,6.875,280000,26.18,41.87,4,5,30,0,PT01,99,9999,9999-12-31,1,7,7,7,7,1,7,7,7,7,2,1
2024,2838312,Chicago,47,149,34980,0421.01,55.105,48657,96905,4572,104700,284175,75,2024,2024,1,01,0,360,360,01,1,0,6,8,1,4,52,998,2,1,6.75,284175,0,49.03,4,9,0,1,PT01,99,9999,9999-12-31,1,7,7,7,7,5,8,8,8,8,2,1
2024,2838313,Chicago,17,097,16980,8639.02,40.217,118897,106055,13863,109800,244000,80,2024,2024,1,01,0,360,360,01,1,0,2,8,1,4,43,998,1,1,6.25,244000,18.06,30.5,5,9,0,0,PT07,99,9999,9999-12-31,2,7,7,7,7,5,8,8,8,8,2,1
2024,2838314,Chicago,17,097,16980,8609.06,37.09,129875,106055,11825,109800,224000,80,2024,2024,1,01,0,360,360,01,2,1,5,5,2,1,41,41,1,1,6.375,224000,18.5,21.32,5,5,0,0,PT07,99,9999,9999-12-31,1,7,7,7,7,2,7,7,7,7,2,1
2024,2838315,Chicago,17,031,16980,8025.04,58.165,95488,106055,5059,109800,130000,52,2024,2024,6,01,0,360,360,01,1,0,5,8,2,4,37,998,1,1,6.5,130000,30.15,44.47,3,9,0,0,PT01,99,9999,9999-12-31,1,7,7,7,7,5,8,8,8,8,2,1
2024,2838316,Chicago,17,111,16980,8711.05,19.17,126169,106055,11731,109800,380000,80,2024,2024,1,01,0,360,360,01,2,0,5,5,1,2,33,31,1,1,6.75,380000,29.74,45.43,5,4,0,0,PT07,99,9999,9999-12-31,2,7,7,7,7,2,7,7,7,7,2,1
