Year,LoanCharacteristicsID,Bank,FIPSStateNumericCode,FIPSCountyCode,CoreBasedStatisticalAreaCode,CensusTractIdentifier,CensusTractMinorityRatioPercent,CensusTractMedFamIncomeAmount,LocalAreaMedianIncomeAmount,TotalMonthlyIncomeAmount,HUDMedianIncomeAmount,LoanAcquisitionActualUPBAmt,LTVRatioPercent,NoteDate,LoanAcquisitionDate,LoanPurposeType,ProductCategoryName,MortgageType,ScheduledTotalPaymentCount,LoanAmortizationMaxTermMonths,MortgageLoanSellerInstType,BorrowerCount,BorrowerFirstTimeHomebuyer,Borrower1Race1Type,Borrower2Race1Type,Borrower1SexType,Borrower2SexType,Borrower1AgeAtApplicationYears,Borrower2AgeAtApplicationYears,PropertyUsageType,PropertyUnitCount,NoteRatePercent,NoteAmount,HousingExpenseRatioPercent,TotalDebtExpenseRatioPercent,Borrower1CreditScoreValue,Borrower2CreditScoreValue,PMICoveragePercent,EmploymentBorrowerSelfEmployed,PropertyType,IndexSourceType,MarginRatePercent,PrepaymentPenaltyExpirationDate,Borrower1EthnicityType,Borrower1Race2Type,Borrower1Race3Type,Borrower1Race4Type,Borrower1Race5Type,Borrower2EthnicityType,Borrower2Race2Type,Borrower2Race3Type,Borrower2Race4Type,Borrower2Race5Type,HOEPALoanStatusType,LienPriorityType
2024,2820897,Boston,33,017,14460,0805.00,11.059,124693,123334,14605,141300,396500,76,2023,2024,6,01,0,360,360,01,1,0,5,8,2,4,45,998,1,1,6.625,396500,23.63,30.15,4,9,0,1,PT01,99,9999,9999-12-31,2,7,7,7,7,5,8,8,8,8,2,1
2024,2820898,Boston,23,031,38860,0240.02,6.084,96420,95979,8398,108500,324900,95,2023,2024,1,01,0,360,360,01,1,1,5,8,1,4,29,998,1,1,6.75,324900,29.74,38.53,5,9,30,0,PT01,99,9999,9999-12-31,2,7,7,7,7,5,8,8,8,8,2,1
2024,2820899,Boston,23,007,99999,9706.01,4.842,73583,70228,14099,80600,282085,64,2023,2024,1,01,0,360,360,01,1,0,6,8,3,4,47,998,2,1,6.75,282085,20.48,40.5,4,9,0,0,PT06,99,9999,9999-12-31,3,7,7,7,7,5,8,8,8,8,2,1
2024,2820900,Boston,33,011,31700,0001.03,15.965,109145,109292,13933,121800,571900,95,2023,2024,1,01,0,360,360,01,2,1,5,5,1,1,30,30,1,1,7,571900,33.55,39.01,5,4,30,0,PT01,99,9999,9999-12-31,2,7,7,7,7,2,7,7,7,7,2,1
2024,2820901,Boston,25,017,14460,3641.02,16.481,146284,134646,11051,142000,435000,90,2024,2024,1,01,0,360,360,01,2,1,6,6,2,1,29,27,1,1,6.875,435000,32.91,39.48,4,4,25,0,PT01,99,9999,9999-12-31,3,7,7,7,7,3,7,7,7,7,2,1
2024,2820902,Boston,23,005,38860,0021.01,20.234,115484,104743,27113,112500,680000,88,2024,2024,1,01,0,360,360,01,2,1,5,5,2,1,35,35,1,1,6.625,680000,18.95,21.05,5,5,25,0,PT01,99,9999,9999-12-31,2,7,7,7,7,2,7,7,7,7,2,1
2024,2820903,Boston,23,005,38860,0025.04,9.849,158375,104743,29114,112500,765000,57,2024,2024,1,01,0,360,360,01,2,0,6,6,3,3,40,52,1,1,6.25,765000,31.08,45.06,5,5,0,0,PT01,99,9999,9999-12-31,3,7,7,7,7,3,7,7,7,7,2,1
2024,2820904,Boston,23,005,38860,0171.02,5.939,120119,95979,9079,108500,356000,80,2023,2024,1,01,0,360,360,01,1,0,5,8,3,4,51,998,2,1,6.25,356000,15.08,43.38,5,9,0,0,PT01,99,9999,9999-12-31,2,7,7,7,7,5,8,8,8,8,2,1
2024,2820905,Boston,23,031,38860,0360.04,6.261,129103,104743,18086,112500,661600,80,2024,2024,1,01,0,360,360,01,2,0,5,5,2,2,33,35,1,1,6.125,661600,25.83,46.44,5,5,0,0,PT01,99,9999,9999-12-31,2,7,7,7,7,2,7,7,7,7,2,1
2024,2820906,Boston,23,005,38860,0025.03,11.687,227115,104743,17291,112500,516000,80,2024,2024,1,01,0,360,360,01,1,1,5,8,2,4,32,998,1,1,6.75,516000,25.03,29.6,5,9,0,0,PT06,99,9999,9999-12-31,2,7,7,7,7,5,8,8,8,8,2,1
2024,2820907,Boston,25,027,49340,7393.00,31.868,137500,109247,16923,111400,540000,80,2024,2024,1,01,0,360,360,01,2,0,5,5,1,2,40,41,1,1,6.75,540000,24.3,43.18,5,5,0,0,PT01,99,9999,9999-12-31,2,7,7,7,7,1,7,7,7,7,2,1
2024,2820908,Boston,44,007,39300,0170.00,34.326,82961,94723,7955,108300,470250,95,2023,2024,1,01,0,360,360,01,1,0,5,8,1,4,44,998,1,1,6.75,470250,47.01,48.24,5,9,30,0,PT01,99,9999,9999-12-31,2,7,7,7,7,5,8,8,8,8,2,1
2024,2820909,Boston,25,027,49340,7531.00,14.847,130729,101434,10000,115600,256000,80,2023,2024,1,01,0,360,360,01,1,0,5,8,1,4,57,998,1,1,6.75,256000,23.32,42.39,4,9,0,0,PT06,99,9999,9999-12-31,2,7,7,7,7,5,8,8,8,8,2,1
2024,2820910,Boston,25,005,39300,6316.00,42.779,70938,94723,7496,108300,480000,80,2023,2024,1,01,0,360,360,01,1,1,5,8,1,4,40,998,1,3,6.75,480000,49.32,49.66,5,9,0,0,PT09,99,9999,9999-12-31,1,7,7,7,7,5,8,8,8,8,2,1
2024,2820911,Boston,25,001,12700,0103.04,9.918,108077,107577,29300,124300,600000,50,2023,2024,1,01,0,360,360,01,1,0,2,8,2,4,54,998,2,1,7,600000,2.68,21.08,5,9,0,0,PT01,99,9999,9999-12-31,2,7,7,7,7,5,8,8,8,8,2,1
2024,2820912,Boston,25,017,14460,3550.00,36.178,200132,134646,14167,142000,476250,75,2024,2024,1,01,0,360,360,01,1,1,5,8,2,4,31,998,1,1,6.875,476250,25.54,25.81,5,9,0,0,PT06,99,9999,9999-12-31,2,7,7,7,7,5,8,8,8,8,2,1
2024,2820913,Boston,25,021,14460,4161.01,18.887,225962,134646,16713,142000,710400,80,2024,2024,1,01,0,360,360,01,2,0,5,5,1,1,44,69,1,1,7.25,710400,39.59,43.61,5,5,0,1,PT01,99,9999,9999-12-31,2,7,7,7,7,2,7,7,7,7,2,1
2024,2820914,Boston,25,027,49340,7531.00,14.847,138295,109247,13653,111400,505000,94,2024,2024,1,01,0,360,360,01,2,1,5,6,2,1,31,34,1,1,6.75,505000,29.6,44.9,5,5,30,1,PT01,99,9999,9999-12-31,3,7,7,7,7,1,7,7,7,7,2,1
2024,2820915,Boston,25,023,14460,5251.04,12.461,150598,134646,22668,142000,432250,95,2024,2024,1,01,0,360,360,01,2,1,5,5,2,1,33,32,1,1,6.5,432250,14.81,19.17,5,5,30,0,PT01,99,9999,9999-12-31,2,7,7,7,7,2,7,7,7,7,2,1
2024,2820916,Boston,25,017,14460,3271.02,12.261,135625,134646,27314,142000,400000,80,2024,2024,1,01,0,360,360,01,2,1,6,6,1,2,24,63,1,1,6.625,400000,13.65,44.21,3,5,0,1,PT01,99,9999,9999-12-31,3,7,7,7,7,3,7,7,7,7,2,1
2024,2820917,Boston,36,019,38460,1022.00,16.161,40833,86712,14459,97000,170000,90,2024,2024,1,01,0,360,360,01,3,0,6,6,1,2,64,66,2,1,7.375,170000,14.12,43.99,4,5,25,0,PT01,99,9999,9999-12-31,3,7,7,7,7,3,7,7,7,7,2,1
2024,2820918,Boston,23,031,38860,0360.03,5.187,108641,104743,19167,112500,665000,95,2024,2024,1,01,0,360,360,01,2,1,5,5,1,2,58,81,1,1,7.375,665000,30.82,44.16,5,5,30,0,PT01,99,9999,9999-12-31,2,7,7,7,7,2,7,7,7,7,2,1
2024,2820919,Boston,23,007,99999,9706.01,4.842,80688,76315,18292,82400,340000,80,2024,2024,1,01,0,360,360,01,2,0,6,6,1,2,36,37,2,1,7,340000,9.99,27.59,5,5,0,0,PT01,99,9999,9999-12-31,3,7,7,7,7,3,7,7,7,7,2,1
2024,2820920,Boston,25,003,38340,9342.00,9.084,97554,84485,15562,92500,190000,80,2023,2024,1,01,0,360,360,01,2,1,5,5,6,2,30,56,1,1,6.625,190000,17.96,44.93,5,4,0,1,PT01,99,9999,9999-12-31,2,7,7,7,7,2,7,7,7,7,2,1
2024,2820921,Boston,25,003,38340,9121.00,8.183,100259,92531,7950,101900,208000,80,2024,2024,1,01,0,360,360,01,1,1,5,8,1,4,25,998,1,1,6.875,208000,22.56,25.01,4,9,0,0,PT01,99,9999,9999-12-31,2,7,7,7,7,5,8,8,8,8,2,1
2024,2820922,Boston,33,019,30100,9757.00,8.156,65921,91843,9319,106500,242400,80,2023,2024,2,01,0,360,360,01,1,0,5,8,1,4,38,998,1,1,7.25,242400,24.63,25.07,4,9,25,0,PT01,99,9999,9999-12-31,2,7,7,7,7,5,8,8,8,8,2,1
2024,2820923,Boston,33,013,18180,0415.00,7.322,96324,101292,20758,116000,380400,80,2023,2024,1,01,0,360,360,01,2,1,5,5,2,1,43,42,1,1,7,380400,14.24,18.44,5,5,0,0,PT01,99,9999,9999-12-31,2,7,7,7,7,2,7,7,7,7,2,1
2024,2820924,Boston,50,025,99999,9679.00,7.731,74500,82488,18899,94700,245000,74,2023,2024,1,01,0,360,360,01,2,0,5,5,1,2,43,43,2,1,7.375,245000,15.55,39.65,5,4,0,0,PT06,99,9999,9999-12-31,2,7,7,7,7,2,7,7,7,7,2,1
2024,2820925,Boston,23,005,38860,0040.02,10.035,128424,95979,11789,108500,300000,34,2023,2024,6,01,0,360,360,01,2,0,5,5,1,2,30,28,1,1,7.75,300000,28.32,37,5,4,0,0,PT01,99,9999,9999-12-31,2,7,7,7,7,2,7,7,7,7,2,1
2024,2820926,Boston,50,021,40860,9628.00,7.421,91563,82488,21873,94700,399750,75,2023,2024,1,01,0,360,360,01,2,0,5,6,1,2,46,43,2,1,7.75,399750,11.34,34.94,5,5,0,0,PT06,99,9999,9999-12-31,2,7,7,7,7,2,7,7,7,7,2,1
2024,2820927,Boston,33,009,30100,9614.00,9.251,93724,92986,10242,115100,344850,95,2023,2024,1,01,0,360,360,01,2,1,5,5,1,2,31,33,1,1,7.5,344850,29.44,38.24,5,5,30,0,PT01,99,9999,9999-12-31,2,7,7,7,7,2,7,7,7,7,2,1
2024,2820928,Boston,33,009,30100,9610.01,13.811,74056,92986,35738,115100,458800,80,2023,2024,1,01,0,360,360,01,4,0,5,5,1,2,44,44,2,1,7.625,458800,19.62,32.49,5,5,0,0,PT01,99,9999,9999-12-31,2,7,7,7,7,2,7,7,7,7,2,1
2024,2820929,Boston,42,003,38300,5161.00,12.731,144250,96434,12216,100600,412400,80,2024,2024,1,01,0,360,360,01,1,1,5,8,2,4,33,998,1,1,6.875,412400,30.52,30.97,5,9,0,0,PT01,99,9999,9999-12-31,2,7,7,7,7,5,8,8,8,8,2,1
2024,2820930,Boston,49,035,41620,1148.00,15.49,250001,106248,39168,115400,766000,75,2024,2024,1,01,0,360,360,01,2,1,2,5,2,1,29,29,1,1,6.375,766000,13.54,13.91,5,5,0,0,PT01,99,9999,9999-12-31,2,7,7,7,7,2,7,7,7,7,2,1
2024,2820931,Boston,25,017,14460,3641.02,16.481,146284,134646,8031,142000,416000,80,2024,2024,1,01,0,360,360,01,1,1,6,8,1,4,41,998,1,1,6.375,416000,42.32,43.87,5,9,0,0,PT01,99,9999,9999-12-31,2,7,7,7,7,5,8,8,8,8,2,1
2024,2820932,Boston,25,017,14460,3324.01,22.182,146000,134646,41142,142000,500000,38,2024,2024,6,01,0,360,360,01,1,0,5,8,1,4,42,998,1,1,6.875,500000,17.65,34.39,4,9,0,1,PT01,99,9999,9999-12-31,2,7,7,7,7,5,8,8,8,8,2,1
2024,2820933,Boston,25,017,14460,3824.00,16.873,187455,134646,20611,142000,692000,80,2024,2024,1,01,0,360,360,01,1,0,3,8,2,4,43,998,1,1,6.625,692000,25.19,30.65,5,9,0,0,PT01,99,9999,9999-12-31,1,5,7,7,7,5,8,8,8,8,2,1
2024,2820934,Boston,50,025,99999,9680.00,8.647,101964,90270,16784,95000,380000,80,2024,2024,1,01,0,360,360,01,2,0,5,5,1,1,32,30,1,1,7,380000,18.11,40.94,4,4,0,0,PT01,99,9999,9999-12-31,2,7,7,7,7,2,7,7,7,7,2,1
2024,2820935,Boston,25,005,39300,6317.00,17.8,129811,103773,14292,113200,251000,56,2024,2024,1,01,0,360,360,01,2,0,5,5,1,2,28,27,1,1,6.375,251000,16.43,17.59,5,5,0,0,PT01,99,9999,9999-12-31,2,7,7,7,7,2,7,7,7,7,2,1
2024,2820936,Boston,25,021,14460,4192.00,26.965,170022,134646,13752,142000,522900,90,2024,2024,1,01,0,360,360,01,2,1,6,5,1,2,30,30,1,1,6.625,522900,29.13,30.46,4,4,25,0,PT01,99,9999,9999-12-31,3,7,7,7,7,2,7,7,7,7,2,1
2024,2820937,Boston,25,021,14460,4023.00,14.918,188589,134646,20834,142000,642950,77,2024,2024,1,01,0,360,360,01,2,1,5,5,1,2,31,31,1,1,6.25,642950,24.27,28.26,5,5,0,0,PT01,99,9999,9999-12-31,2,7,7,7,7,2,7,7,7,7,2,1
2024,2820938,Boston,25,005,39300,6461.01,6.712,85315,103773,6319,113200,327000,80,2024,2024,1,01,0,360,360,01,1,0,5,8,2,4,42,998,1,2,7.25,327000,44.82,47.29,4,9,0,0,PT04,99,9999,9999-12-31,2,7,7,7,7,5,8,8,8,8,2,1
2024,2820939,Boston,23,031,38860,0053.01,16.016,63214,104743,14088,112500,432450,90,2024,2024,1,01,0,360,360,01,1,1,6,8,3,4,46,998,1,2,6.375,432450,23.49,31.85,4,9,25,1,PT04,99,9999,9999-12-31,3,7,7,7,7,5,8,8,8,8,2,1
2024,2820940,Boston,25,017,14460,3241.02,16.747,188438,134646,21561,142000,232000,25,2024,2024,1,01,0,360,360,01,2,1,6,6,3,3,36,36,1,1,6.375,232000,12.7,13.72,4,5,0,0,PT01,99,9999,9999-12-31,2,7,7,7,7,2,7,7,7,7,2,1
2024,2820941,Boston,25,001,12700,0101.00,14.956,136458,118599,26251,122700,724000,80,2024,2024,1,01,0,360,360,01,1,0,5,8,2,4,57,998,2,1,6.625,724000,13.25,35.39,5,9,0,0,PT06,99,9999,9999-12-31,2,7,7,7,7,5,8,8,8,8,2,1
2024,2820942,Boston,25,013,44140,8124.03,22.012,79050,92168,2246,96500,30000,12,2024,2024,1,01,0,360,360,01,1,1,5,8,2,4,66,998,1,1,6.375,30000,24.1,25.44,4,9,0,0,PT01,99,9999,9999-12-31,1,7,7,7,7,5,8,8,8,8,2,1
2024,2820943,Boston,50,021,40860,9628.00,7.421,102589,90270,16979,95000,385000,72,2024,2024,1,01,0,360,360,01,2,0,5,5,2,1,36,37,2,1,7.125,385000,10.23,39,5,5,0,1,PT06,99,9999,9999-12-31,2,7,7,7,7,2,7,7,7,7,2,1
2024,2820944,Boston,12,111,38940,3822.02,33.61,96033,81366,22648,87800,511068,80,2024,2024,1,01,0,360,360,01,2,0,6,6,3,3,61,61,2,1,7.25,511068,12.33,47.4,4,4,0,0,PT07,99,9999,9999-12-31,3,7,7,7,7,3,7,7,7,7,2,1
2024,2820945,Boston,23,005,38860,0047.02,8.258,120125,104743,9921,112500,388000,77,2024,2024,1,01,0,360,360,01,2,1,5,6,2,2,42,73,1,1,6.75,388000,40.15,43.89,5,5,0,0,PT01,99,9999,9999-12-31,2,7,7,7,7,3,7,7,7,7,2,1
2024,2820946,Boston,23,005,38860,0042.01,6.685,141774,104743,21459,112500,512000,80,2024,2024,1,01,0,360,360,01,2,0,5,5,1,2,61,59,1,1,6.625,512000,18.47,49.73,5,5,0,0,PT01,99,9999,9999-12-31,3,7,7,7,7,3,7,7,7,7,2,1
2024,2820947,Boston,23,005,38860,0173.07,7.129,171576,104743,20657,112500,338000,73,2024,2024,2,01,0,360,360,01,1,0,6,8,3,4,54,998,2,1,6.25,338000,14.37,32,5,9,0,1,PT01,99,9999,9999-12-31,3,7,7,7,7,5,8,8,8,8,2,1
2024,2820948,Boston,25,011,44140,0409.00,14.086,99910,84250,11725,130000,265000,64,2023,2024,1,01,0,360,360,01,2,0,5,5,1,2,35,34,1,1,7,265000,19.22,44.13,5,5,0,0,PT01,99,9999,9999-12-31,2,7,7,7,7,2,7,7,7,7,2,1
2024,2820949,Boston,25,013,44140,8102.00,12.644,63804,84250,7793,94600,229811,66,2023,2024,1,01,0,360,360,01,2,1,6,6,3,3,37,31,1,1,7,230000,27.5,37.46,5,5,0,0,PT01,99,9999,9999-12-31,3,7,7,7,7,3,7,7,7,7,2,1
2024,2820950,Boston,25,025,14460,1006.01,60.782,97224,134646,10634,142000,447000,87,2024,2024,1,01,0,360,360,01,2,1,5,5,6,2,35,36,1,1,5.875,447000,31.41,40.64,5,5,25,0,PT06,99,9999,9999-12-31,2,7,7,7,7,2,7,7,7,7,2,1
2024,2820951,Boston,50,023,12740,9553.00,7.854,105365,99315,5893,105400,317393,90,2024,2024,1,01,2,360,360,01,2,0,5,5,1,2,35,32,1,1,7.25,317393,47.33,61.91,5,4,0,0,PT07,99,9999,9999-12-31,2,7,7,7,7,2,7,7,7,7,2,1
2024,2820952,Boston,25,027,49340,7382.01,18.061,151847,109247,19501,111400,607500,90,2024,2024,1,01,0,360,360,01,2,1,2,2,1,2,44,41,1,1,6.375,607500,24.21,24.93,5,5,25,0,PT01,99,9999,9999-12-31,2,7,7,7,7,2,7,7,7,7,2,1
2024,2820953,Boston,50,027,30100,9656.00,11.622,100781,94699,10065,100500,158000,89,2024,2024,1,01,0,360,360,01,2,1,5,5,2,1,38,41,1,1,6.5,158000,17.67,39.86,5,4,25,1,PT06,99,9999,9999-12-31,2,7,7,7,7,2,7,7,7,7,2,1
2024,2820954,Boston,25,021,14460,4002.01,32.95,191667,134646,24326,142000,350000,22,2024,2024,1,01,0,360,360,01,2,0,5,5,1,2,74,73,1,1,6.99,350000,30.45,41.51,5,5,0,0,PT06,99,9999,9999-12-31,2,7,7,7,7,2,7,7,7,7,2,1
2024,2820955,Boston,25,021,14460,4153.00,18.101,173021,134646,16703,142000,500000,48,2024,2024,6,01,0,360,360,01,1,0,2,8,1,4,49,998,1,1,6.99,500000,25.89,39.69,5,9,0,0,PT01,99,9999,9999-12-31,2,7,7,7,7,5,8,8,8,8,2,1
2024,2820956,Boston,25,021,14460,4179.02,49.313,98583,134646,13405,142000,750000,75,2024,2024,1,01,0,360,360,01,1,0,6,8,1,4,52,998,1,2,6.875,750000,43.42,44.56,5,9,0,0,PT04,99,9999,9999-12-31,2,7,7,7,7,5,8,8,8,8,2,1
2024,2820957,Boston,25,021,14460,4421.04,13.98,169122,134646,16280,142000,475475,95,2024,2024,1,01,0,360,360,01,2,1,5,5,1,2,32,34,1,1,6.625,475475,23.43,36.7,4,4,30,0,PT01,99,9999,9999-12-31,2,7,7,7,7,2,7,7,7,7,2,1
2024,2820958,Boston,25,005,39300,6112.02,10.14,121039,103773,14470,113200,488100,69,2024,2024,6,01,0,360,360,01,1,0,5,8,2,4,40,998,1,1,6.5,488100,27.09,28.21,5,9,0,0,PT01,99,9999,9999-12-31,2,7,7,7,7,5,8,8,8,8,2,1
2024,2820959,Boston,25,025,14460,1011.01,96.934,94336,134646,18229,142000,252000,80,2024,2024,1,01,0,360,360,01,2,0,5,5,2,1,55,59,2,1,6.625,252000,9.51,31.54,5,5,0,0,PT01,99,9999,9999-12-31,2,7,7,7,7,2,7,7,7,7,2,1
2024,2820960,Boston,25,005,39300,6416.00,18.664,54196,103773,4334,113200,263500,85,2024,2024,1,01,0,360,360,01,1,0,2,8,1,4,35,998,1,1,6.375,263500,47.02,47.02,5,9,12,0,PT01,99,9999,9999-12-31,2,7,7,7,7,5,8,8,8,8,2,1
2024,2820961,Boston,25,005,39300,6533.04,8.229,197989,103773,11633,113200,455000,70,2024,2024,1,01,0,360,360,01,2,0,5,5,1,2,34,37,1,1,6.375,455000,29.74,42.7,4,5,0,0,PT01,99,9999,9999-12-31,2,7,7,7,7,2,7,7,7,7,2,1
2024,2820962,Boston,25,005,39300,6516.00,46.646,68967,103773,10834,113200,468000,93,2024,2024,1,01,0,360,360,01,2,1,2,5,2,1,33,35,1,1,6.375,468000,35.26,39.94,4,4,30,0,PT01,99,9999,9999-12-31,2,7,7,7,7,2,7,7,7,7,2,1
2024,2820963,Boston,25,027,49340,7402.00,24.323,147149,109247,18708,111400,736000,80,2024,2024,1,01,0,360,360,01,2,0,2,2,1,2,41,34,1,1,6.375,736000,31.19,38.62,5,5,0,0,PT01,99,9999,9999-12-31,2,7,7,7,7,2,7,7,7,7,2,1
2024,2820964,Boston,25,013,44140,8025.00,46.049,88672,92168,5208,96500,269500,90,2024,2024,1,01,0,360,360,01,1,1,5,8,1,4,27,998,1,1,6.625,269500,40.4,42.95,5,9,25,0,PT01,99,9999,9999-12-31,2,7,7,7,7,5,8,8,8,8,2,1
2024,2820965,Boston,23,011,12300,0241.01,12.884,59306,81228,7549,87000,275000,78,2024,2024,1,01,0,360,360,01,1,1,5,8,1,4,29,998,1,1,6.25,275000,29.74,35.59,5,9,0,0,PT01,99,9999,9999-12-31,2,7,7,7,7,5,8,8,8,8,2,1
2024,2820966,Boston,25,021,14460,4035.02,25.397,250001,134646,43144,142000,766500,52,2024,2024,6,01,0,360,360,01,2,0,5,5,1,2,43,41,1,1,6.875,766500,14.83,20.83,4,5,0,1,PT01,99,9999,9999-12-31,2,7,7,7,7,2,7,7,7,7,2,1
2024,2820967,Boston,25,013,44140,8134.04,13.659,149824,92168,6268,96500,304000,80,2024,2024,1,01,0,360,360,01,2,0,5,5,1,2,38,32,1,1,6.5,304000,46.28,48.48,4,5,0,1,PT01,99,9999,9999-12-31,2,7,7,7,7,2,7,7,7,7,2,1
2024,2820968,Boston,25,009,14460,2216.00,22.605,72679,134646,11287,142000,390000,95,2024,2024,1,01,0,360,360,01,2,1,6,6,1,2,26,25,1,1,6.875,390000,31.43,49.45,4,5,30,0,PT06,99,9999,9999-12-31,3,7,7,7,7,3,7,7,7,7,2,1
2024,2820969,Boston,25,025,14460,0002.02,42.285,81164,134646,57828,142000,981500,79,2024,2024,1,01,0,360,360,01,2,1,5,5,1,1,24,59,1,2,6.875,981500,13.32,49.86,5,4,0,0,PT04,99,9999,9999-12-31,2,7,7,7,7,2,7,7,7,7,2,1
2024,2820970,Boston,25,017,14460,3652.02,21.018,250001,134646,19883,142000,510000,75,2024,2024,1,01,0,360,360,01,2,1,5,5,1,2,37,33,1,1,7,510000,21.01,39.53,4,5,0,0,PT01,99,9999,9999-12-31,2,7,7,7,7,2,7,7,7,7,2,1
2024,2820971,Boston,23,005,38860,0031.00,15.225,93036,104743,11286,112500,529375,80,2024,2024,1,01,0,360,360,01,1,1,5,8,1,4,37,998,1,2,6.75,529375,40.25,41.15,5,9,0,0,PT04,99,9999,9999-12-31,2,7,7,7,7,5,8,8,8,8,2,1
2024,2820972,Boston,25,025,14460,0203.05,34.6,216856,134646,20833,142000,454500,90,2024,2024,1,01,0,360,360,01,1,1,5,8,1,4,43,998,1,1,6.875,454500,22.67,24.74,5,9,25,0,PT06,99,9999,9999-12-31,1,7,7,7,7,5,8,8,8,8,2,1
2024,2820973,Boston,25,025,14460,1105.02,45.55,150120,134646,17568,142000,389400,66,2024,2024,1,01,0,360,360,01,2,1,5,5,1,2,36,38,1,1,6.875,389400,17.58,21.91,5,5,0,0,PT06,99,9999,9999-12-31,2,7,7,7,7,2,7,7,7,7,2,1
2024,2820974,Boston,23,005,38860,0048.03,10.957,104016,104743,22585,112500,447450,95,2024,2024,1,01,0,360,360,01,3,1,6,5,2,2,24,55,1,1,6.375,447450,25.7,48.62,5,5,30,0,PT01,99,9999,9999-12-31,3,7,7,7,7,3,7,7,7,7,2,1
2024,2820975,Boston,50,017,30100,9595.00,8.233,93702,90270,5749,95000,276000,80,2024,2024,6,01,0,360,360,01,1,0,6,8,3,4,68,998,1,1,6.625,276000,36.22,37.18,5,9,0,0,PT01,99,9999,9999-12-31,3,7,7,7,7,5,8,8,8,8,2,1
2024,2820976,Boston,36,067,45060,0105.00,11.042,107813,90955,8225,94800,213750,95,2024,2024,1,01,0,360,360,01,1,1,5,8,2,4,28,998,1,1,7,213750,23.99,28.38,4,9,0,0,PT01,99,9999,9999-12-31,1,7,7,7,7,5,8,8,8,8,2,1
2024,2820977,Boston,25,023,14460,5052.01,7.998,149531,134646,14328,142000,509900,68,2024,2024,1,01,0,360,360,01,1,1,5,8,1,4,41,998,1,1,6.25,509900,28.07,34.13,5,9,0,0,PT01,99,9999,9999-12-31,2,7,7,7,7,5,8,8,8,8,2,1
2024,2820978,Boston,25,021,14460,4151.03,30.027,125453,123334,10737,141300,389292,80,2023,2024,1,01,0,360,360,01,1,1,5,8,1,4,25,998,1,1,6.5,390000,30.65,31.69,4,9,0,0,PT06,99,9999,9999-12-31,2,7,7,7,7,5,8,8,8,8,2,1
2024,2820979,Boston,25,025,14460,0503.00,61.602,84479,134646,36219,142000,699000,80,2024,2024,1,01,0,360,360,01,2,1,5,5,1,2,29,29,1,1,6.375,699000,15.11,19.26,5,5,0,0,PT06,99,9999,9999-12-31,2,7,7,7,7,2,7,7,7,7,2,1
2024,2820980,Boston,25,009,14460,2081.01,29.582,117870,134646,19635,142000,840000,80,2024,2024,1,01,0,360,360,01,1,0,5,8,2,4,35,998,1,2,6.625,840000,30.17,41.38,5,9,0,0,PT04,99,9999,9999-12-31,1,7,7,7,7,5,8,8,8,8,2,1
2024,2820981,Boston,25,017,14460,3593.03,26.049,197675,134646,35625,142000,733500,76,2024,2024,2,01,0,360,360,01,2,0,5,5,1,2,50,53,1,1,6.75,733500,16.2,26.89,2,3,0,0,PT01,99,9999,9999-12-31,2,7,7,7,7,2,7,7,7,7,2,1
2024,2820982,Boston,25,025,14460,0404.01,24.504,189643,134646,15301,142000,736000,80,2024,2024,1,01,0,360,360,01,2,1,5,5,1,2,33,31,1,1,6.5,736000,36.13,36.86,5,5,0,1,PT06,99,9999,9999-12-31,2,7,7,7,7,2,7,7,7,7,2,1
2024,2820983,Boston,25,021,14460,4005.00,27.33,159682,134646,12684,142000,250000,30,2024,2024,1,01,0,360,360,01,1,0,5,8,2,4,78,998,1,1,6.5,250000,20.24,34.06,5,9,0,0,PT06,99,9999,9999-12-31,2,7,7,7,7,5,8,8,8,8,2,1
2024,2820984,Boston,25,025,14460,0108.02,19.784,250001,134646,15489,142000,449100,90,2024,2024,1,01,0,360,360,01,1,1,5,8,2,4,23,998,1,1,6.75,449100,24.3,26.44,4,9,25,0,PT06,99,9999,9999-12-31,2,7,7,7,7,5,8,8,8,8,2,1
2024,2820985,Boston,23,005,38860,0029.01,16.663,76090,104743,10685,112500,382500,90,2024,2024,1,01,0,360,360,01,2,1,5,5,1,2,32,32,1,1,6.625,382500,27.42,36.15,5,4,25,0,PT01,99,9999,9999-12-31,2,7,7,7,7,2,7,7,7,7,2,1
2024,2820986,Boston,33,015,14460,0692.00,8.018,155192,134646,34104,142000,665250,74,2024,2024,2,01,0,360,360,01,1,0,5,8,1,4,33,998,1,4,6.375,665250,14.5,16.97,4,9,0,0,PT10,99,9999,9999-12-31,2,7,7,7,7,5,8,8,8,8,2,1
2024,2820987,Boston,23,031,38860,0220.00,7.682,84871,104743,13565,112500,320000,73,2024,2024,6,01,0,360,360,01,2,0,5,5,3,3,47,45,1,1,6.75,320000,19.07,37.09,3,4,0,0,PT01,99,9999,9999-12-31,2,7,7,7,7,2,7,7,7,7,2,1
2024,2820988,Boston,23,019,12620,0300.00,6.15,59517,82139,22579,87900,440000,86,2024,2024,1,01,0,360,360,01,2,0,5,5,1,2,43,42,2,1,7.25,440000,2.55,19.62,5,5,25,0,PT01,99,9999,9999-12-31,2,7,7,7,7,1,7,7,7,7,2,1
